hidden_width,activation,similarity,learning_rate,init_scale,seed,forgetting,forward_transfer,loss_t1_after_t1,loss_t1_after_t2,loss_t2_after_t2,flr_after_t1,flr_after_t2,regime_after_t1,regime_after_t2,subspace_dim,deviation_after_t1,deviation_after_t2,max_deviation_t1,max_deviation_t2,deviation_increase,alignment_after_t1,alignment_after_t2,weight_path_length_t1,weight_path_length_t2,overparameterization,total_params
32,gelu,0.0,0.05,2.0,4,0.30945536494255066,1.3340072631835938,0.2173217236995697,0.5267770886421204,0.23644976317882538,0.02958071231842041,0.0339207649230957,lazy,lazy,2,0.5291759824602359,0.2414539254762789,0.5449776685935502,0.5291759824602359,-0.28772205698395703,0.8838740303428821,0.972065691069883,5.586236454546452,1.9478940516710281,6.4,1760
32,gelu,0.0,0.1,0.5,0,0.573930099606514,0.03999072313308716,0.09915034472942352,0.6730804443359375,0.10284093022346497,0.24866795539855957,0.3743879199028015,rich,rich,2,0.15252675381694847,0.21492313117987435,0.3040101483096034,0.9544569521545866,0.06239637736292589,0.9885669594724737,0.9776739815667226,2.6440671235322952,3.578224018216133,6.4,1760
32,gelu,0.0,0.1,0.5,1,0.783694252371788,-0.009501844644546509,0.11410887539386749,0.8978031277656555,0.10223355144262314,0.36466771364212036,0.4263527989387512,rich,rich,2,0.14073160052302,0.20565219211241348,0.31708343860607324,1.3846645756040767,0.06492059158939348,0.9902419144518809,0.9795016888788272,3.261868756264448,3.95142425596714,6.4,1760
32,gelu,0.0,0.1,0.5,2,0.5669141933321953,0.03456047177314758,0.09083909541368484,0.6577532887458801,0.11173244565725327,0.33867347240448,0.4137037992477417,rich,rich,2,0.1812805940885735,0.1933153753259013,0.4181946241850838,1.178015595161666,0.01203478123732779,0.9839634007824339,0.9818232619560594,3.319305157288909,3.4680186733603477,6.4,1760
32,gelu,0.0,0.1,0.5,3,0.6325536444783211,-0.04516753554344177,0.11323671787977219,0.7457903623580933,0.10451272130012512,0.3129754662513733,0.4189995527267456,rich,rich,2,0.169650182568075,0.21245488195708664,0.4420953446145727,1.4587415365013716,0.04280469938901166,0.9859117178874117,0.9781674697872519,3.3644405119121075,3.808631718158722,6.4,1760
32,gelu,0.0,0.1,0.5,4,0.5137129500508308,0.03659111261367798,0.11299210041761398,0.6267050504684448,0.10131208598613739,0.30466657876968384,0.4183087944984436,rich,rich,2,0.1943977208150128,0.2134968608021456,0.4075077144831182,0.9245277358718336,0.019099139987132807,0.9816238879394018,0.9779608787581605,3.167282622307539,3.4596408307552338,6.4,1760
32,gelu,0.0,0.1,1.0,0,0.538691371679306,0.3961617350578308,0.12070891261100769,0.6594002842903137,0.12649865448474884,0.09955668449401855,0.17270112037658691,lazy,rich,2,0.235989827776738,0.2152634372369212,0.34685020591881927,0.8575278966440254,-0.020726390539816786,0.9732662238206129,0.9776063486271674,3.3319200575351715,3.3753160759806633,6.4,1760
32,gelu,0.0,0.1,1.0,1,0.7371473163366318,-0.09540170431137085,0.13551880419254303,0.8726661205291748,0.12450944632291794,0.14568078517913818,0.19961780309677124,rich,rich,2,0.21527213358630304,0.23497276348038623,0.38179383778127074,1.2307784971396278,0.019700629894083194,0.9776048867706847,0.9734870447246292,3.7923394814133644,3.656904958188534,6.4,1760
32,gelu,0.0,0.1,1.0,2,0.5408565551042557,0.18141889572143555,0.1097903698682785,0.6506469249725342,0.1308698058128357,0.14493948221206665,0.1889912486076355,rich,rich,2,0.22519834025674343,0.22463341615064364,0.4042543633069663,0.9499546675004857,-0.00056492410609979,0.9755679198270079,0.9756864126799328,3.7361187040805817,3.3656297251582146,6.4,1760
32,gelu,0.0,0.1,1.0,3,0.6110202372074127,-0.25217586755752563,0.1368890106678009,0.7479092478752136,0.1299273669719696,0.1355273723602295,0.19039708375930786,rich,rich,2,0.2120515996182447,0.23926904422647582,0.3921155686342477,1.2184251387559408,0.02721744460823111,0.9782490598907986,0.9725478437705241,3.5664834529161453,3.562443397939205,6.4,1760
32,gelu,0.0,0.1,1.0,4,0.4684741199016571,0.264506459236145,0.1352621614933014,0.6037362813949585,0.13084962964057922,0.12095743417739868,0.19051235914230347,rich,rich,2,0.2512099405937644,0.21960575830754947,0.4377665033370867,0.8766846100259434,-0.03160418228621492,0.9698658995960417,0.9767253765949518,3.677194096148014,3.3497521579265594,6.4,1760
32,gelu,0.0,0.1,2.0,0,0.4353395998477936,5.5370588302612305,0.16332778334617615,0.5986673831939697,0.1921480894088745,0.0455208420753479,0.061767399311065674,lazy,lazy,2,0.5361535748510221,0.25051495650441613,0.5361535748510221,0.58162223764644,-0.285638618346606,0.8813186431545226,0.9700247675538138,7.103915631771088,2.8692077696323395,6.4,1760
32,gelu,0.0,0.1,2.0,1,0.618995413184166,-0.7326521873474121,0.19375647604465485,0.8127518892288208,0.1890815794467926,0.05257272720336914,0.06374764442443848,lazy,lazy,2,0.5841141731064227,0.28349207653760683,0.6207245357138145,0.7016813397381235,-0.30062209656881583,0.8634851759265408,0.9620868275893356,6.869401782751083,3.1549449414014816,6.4,1760
32,gelu,0.0,0.1,2.0,2,0.4653085172176361,2.27797794342041,0.1745796501636505,0.6398881673812866,0.1889740526676178,0.05121147632598877,0.06679445505142212,lazy,lazy,2,0.6177751484238423,0.29519501071510545,0.6573073158034709,0.742607544055526,-0.32258013770873684,0.8507486486792065,0.9590847457600834,6.572577878832817,2.9390724450349808,6.4,1760
32,gelu,0.0,0.1,2.0,3,0.5071670264005661,-2.4546117782592773,0.20080114901065826,0.7079681754112244,0.2075861394405365,0.047071874141693115,0.06150686740875244,lazy,lazy,2,0.5994850672346812,0.2732997083606442,0.7002316929812302,0.7093183832535913,-0.326185358874037,0.8576876924611664,0.9646240917953003,6.1395914405584335,2.9783178865909576,6.4,1760
32,gelu,0.0,0.1,2.0,4,0.3791712373495102,1.3340072631835938,0.18644686043262482,0.565618097782135,0.19814744591712952,0.043163836002349854,0.05974692106246948,lazy,lazy,2,0.6249605038121411,0.2719050456048116,0.7240997901934011,0.7177920467365382,-0.3530554582073295,0.8480135959232393,0.9649652680613039,6.7005534917116165,2.969387009739876,6.4,1760
32,gelu,0.0,0.15,0.5,0,0.62339286506176,0.03999072313308716,0.08871228992938995,0.7121051549911499,0.0884166955947876,0.30738019943237305,0.4448499083518982,rich,rich,2,0.18107257292847495,0.24826417281462812,0.34147184876523834,1.7446276447635236,0.06719159988615317,0.9839988017185765,0.970537278658441,3.2117167748510838,4.216766148805618,6.4,1760
32,gelu,0.0,0.15,0.5,1,0.8399946838617325,-0.009501844644546509,0.09716938436031342,0.9371640682220459,0.09040612727403641,0.42071837186813354,0.47998642921447754,rich,rich,2,0.184362675361908,0.24210414689063453,0.36003775012376826,2.3870040192411324,0.05774147152872652,0.983426410545648,0.9719211127216918,3.8984140306711197,4.582290098071098,6.4,1760
32,gelu,0.0,0.15,0.5,2,0.6176876798272133,0.03456047177314758,0.07877405732870102,0.6964617371559143,0.09909752011299133,0.39272207021713257,0.47373878955841064,rich,rich,2,0.21648581020623583,0.2314702842046703,0.43002495148467007,2.120727302221964,0.014984473998434472,0.9773603513998259,0.9742427971219858,3.909828580915928,4.089800834655762,6.4,1760
32,gelu,0.0,0.15,0.5,3,0.6941669881343842,-0.04516753554344177,0.10096409916877747,0.7951310873031616,0.09201163798570633,0.3718908429145813,0.4826078414916992,rich,rich,2,0.19595328730437112,0.23593967370793975,0.4377514211131441,3.5043406592293938,0.039986386403568636,0.9813375250659001,0.9732779944833108,3.943249464035034,4.460097938776016,6.4,1760
32,gelu,0.0,0.15,0.5,4,0.567969523370266,0.03659111261367798,0.10172674804925919,0.6696962714195251,0.08765118569135666,0.35811662673950195,0.4898066520690918,rich,rich,2,0.23679566616426637,0.2433544928650119,0.44407770788403034,1.6703690889256533,0.006558826700745535,0.9730901301723213,0.9716420639007524,3.7620355300605297,4.086370714008808,6.4,1760
32,gelu,0.0,0.15,1.0,0,0.5877569168806076,0.3961617350578308,0.10608221590518951,0.6938391327857971,0.10857919603586197,0.1393941044807434,0.24923253059387207,rich,rich,2,0.2489696041088966,0.23978713087370349,0.35614027784385555,1.0621571650755905,-0.009182473235193112,0.9703776251000663,0.9724346995198624,3.952635020017624,4.035821884870529,6.4,1760
32,gelu,0.0,0.15,1.0,1,0.7916656136512756,-0.09540170431137085,0.11537033319473267,0.9070359468460083,0.10774049162864685,0.19666635990142822,0.2696136236190796,rich,rich,2,0.24798899611860753,0.2501875184949947,0.3899236116559419,1.4397258269811462,0.0021985223763871797,0.9705999491169842,0.9701000348225335,4.496013730764389,4.337028920650482,6.4,1760
32,gelu,0.0,0.15,1.0,2,0.5909285396337509,0.18141889572143555,0.0924776941537857,0.6834062337875366,0.11250505596399307,0.19288158416748047,0.2563406229019165,rich,rich,2,0.25143149720676294,0.2508345088022636,0.408044569396083,1.2800089970454493,-0.0005969884044993434,0.9698152221797216,0.9699516902427393,4.374494224786758,4.071614995598793,6.4,1760
32,gelu,0.0,0.15,1.0,3,0.673702709376812,-0.25217586755752563,0.12010587006807327,0.7938085794448853,0.10926656424999237,0.18213766813278198,0.2629220485687256,rich,rich,2,0.2368815492403559,0.24863696218370815,0.3990669677574197,1.4662992721571266,0.01175541294335225,0.973072407785214,0.9704544083837876,4.2123925387859344,4.280780404806137,6.4,1760
32,gelu,0.0,0.15,1.0,4,0.5196285024285316,0.264506459236145,0.1188855990767479,0.6385141015052795,0.11460652202367783,0.16674667596817017,0.26646196842193604,rich,rich,2,0.2765030506333633,0.24416271258028005,0.4351012069151943,1.1198743893379404,-0.03234033805308323,0.9638342350020827,0.9714615730754849,4.324815809726715,4.038788340985775,6.4,1760
32,gelu,0.0,0.15,2.0,0,0.4734526574611664,5.5370588302612305,0.15014919638633728,0.6236018538475037,0.17000287771224976,0.058717548847198486,0.08978849649429321,lazy,lazy,2,0.6059036578722558,0.2373412312329868,0.6275475937414036,0.7394852119933765,-0.36856242663926897,0.855257033741489,0.9729724333838062,8.111404776573181,3.630316436290741,6.4,1760
32,gelu,0.0,0.15,2.0,1,0.6750484108924866,-0.7326521873474121,0.17321175336837769,0.8482601642608643,0.1618882715702057,0.07070225477218628,0.09143859148025513,lazy,lazy,2,0.6346863069838975,0.26828437668583727,0.6991922291465543,0.8264226120384127,-0.36640193029806023,0.8443025857566463,0.9658450282489616,7.810251638293266,4.020198807120323,6.4,1760
32,gelu,0.0,0.15,2.0,2,0.5040059983730316,2.27797794342041,0.1529771387577057,0.6569831371307373,0.1686936467885971,0.06985801458358765,0.0996706485748291,lazy,lazy,2,0.6918330333945173,0.2742683636602869,0.7463231270730274,0.9412263339241934,-0.4175646697342304,0.8223747833858938,0.9643857487304941,7.51894810795784,3.7778559774160385,6.4,1760
32,gelu,0.0,0.15,2.0,3,0.5548637062311172,-2.4546117782592773,0.17932550609111786,0.7341892123222351,0.18622788786888123,0.06476759910583496,0.09376251697540283,lazy,lazy,2,0.6347962367019276,0.2585739819511878,0.7679858097938688,0.806611493074968,-0.37622225475073984,0.844260426052576,0.9681575057858364,7.011981159448624,3.8045367747545242,6.4,1760
32,gelu,0.0,0.15,2.0,4,0.4265003651380539,1.3340072631835938,0.1703825742006302,0.5968829393386841,0.17523732781410217,0.05853086709976196,0.09038227796554565,lazy,lazy,2,0.6504501897295993,0.24364242021280028,0.8039187975909831,0.8686434372672283,-0.4068077695167991,0.8382714652815759,0.9715775587537064,7.700788453221321,3.780630126595497,6.4,1760
32,gelu,0.0,0.2,0.5,0,0.6435603052377701,0.03999072313308716,0.08099715411663055,0.7245574593544006,0.07898912578821182,0.3479764461517334,0.4953346848487854,rich,rich,2,0.2163745891617061,0.2852325027726467,0.35474972139205324,1.87153601260236,0.06885791361094062,0.9773837459262797,0.9616466781776537,3.7158573642373085,4.728468224406242,6.4,1760
32,gelu,0.0,0.2,0.5,1,0.8661589324474335,-0.009501844644546509,0.08502015471458435,0.9511790871620178,0.08147215843200684,0.4600812792778015,0.5179088711738586,rich,rich,2,0.21822024837207157,0.2863834483446183,0.37623413141312345,1.9862026078521111,0.06816319997254675,0.9770087939083272,0.9613548235382926,4.441442660987377,5.130990073084831,6.4,1760
32,gelu,0.0,0.2,0.5,2,0.638507790863514,0.03456047177314758,0.07078944891691208,0.709297239780426,0.08983558416366577,0.4307240843772888,0.5125976800918579,rich,rich,2,0.2542694556763573,0.2766706517283167,0.4339050664799289,2.294236936158873,0.022401196051959393,0.9691609055171478,0.9637921941629916,4.421938553452492,4.623878166079521,6.4,1760
32,gelu,0.0,0.2,0.5,3,0.7227543741464615,-0.04516753554344177,0.09205345809459686,0.8148078322410583,0.0832710787653923,0.41151881217956543,0.523126631975174,rich,rich,2,0.23220064535660015,0.27036514494663205,0.45480317461564,3.5238537646371415,0.0381644995900319,0.9740847803881512,0.9653396202406033,4.441759143024683,4.99725005030632,6.4,1760
32,gelu,0.0,0.2,0.5,4,0.5907815843820572,0.03659111261367798,0.09282152354717255,0.6836031079292297,0.07739181071519852,0.3954671025276184,0.5333842933177948,rich,rich,2,0.2756534762287653,0.28818858247125956,0.45879463377891716,1.8134338554905083,0.012535106242494265,0.9640440948699998,0.9608938646805301,4.279566567391157,4.610529042780399,6.4,1760
32,gelu,0.0,0.2,1.0,0,0.6119508594274521,0.3961617350578308,0.09667719900608063,0.7086280584335327,0.09708471596240997,0.17481547594070435,0.3117845058441162,rich,rich,2,0.26481072694983887,0.26078798452195573,0.3635220471492804,1.165438674172438,-0.004022742427883141,0.9666809507581253,0.9676366770891125,4.480293661355972,4.572401612997055,6.4,1760
32,gelu,0.0,0.2,1.0,1,0.8210718482732773,-0.09540170431137085,0.10151328146457672,0.922585129737854,0.09918598085641861,0.23870915174484253,0.321793794631958,rich,rich,2,0.2740107506832624,0.2628693858745926,0.4045652008877735,1.4701780134878544,-0.01114136480866984,0.964449248773245,0.9671422848920113,5.089209586381912,4.886392757296562,6.4,1760
32,gelu,0.0,0.2,1.0,2,0.6158566772937775,0.18141889572143555,0.08219173550605774,0.6980484127998352,0.10024698823690414,0.23140716552734375,0.30983811616897583,rich,rich,2,0.27649339441305804,0.27367477106306565,0.41937735370013,1.4343087977826925,-0.0028186233499923885,0.9638364886021556,0.9645317966521122,4.905162006616592,4.657033145427704,6.4,1760
32,gelu,0.0,0.2,1.0,3,0.7065073400735855,-0.25217586755752563,0.10942535102367401,0.8159326910972595,0.09747631847858429,0.21877872943878174,0.3169674277305603,rich,rich,2,0.2605464276442681,0.26290677381387234,0.40502840608846163,1.556910873246503,0.0023603461696042327,0.9676942846106074,0.9671348179943783,4.753675743937492,4.85786634683609,6.4,1760
32,gelu,0.0,0.2,1.0,4,0.5481912046670914,0.264506459236145,0.10810242593288422,0.6562936305999756,0.10380668938159943,0.20534420013427734,0.32652437686920166,rich,rich,2,0.2966900147380237,0.26471460444408684,0.43487748023383166,1.2290894314436704,-0.03197541029393686,0.9586954584904859,0.966702918763168,4.871711745858192,4.604529291391373,6.4,1760
32,gelu,0.0,0.2,2.0,0,0.49803169071674347,5.5370588302612305,0.14070092141628265,0.6387326121330261,0.1550074815750122,0.07423317432403564,0.12148076295852661,lazy,rich,2,0.6387974166525685,0.22728891032119386,0.7013213490991342,0.8143817451101872,-0.41150850633137465,0.8427318339171489,0.9751295310291959,9.136256918311119,4.266429990530014,6.4,1760
32,gelu,0.0,0.2,2.0,1,0.716420590877533,-0.7326521873474121,0.15935951471328735,0.8757801055908203,0.1458618938922882,0.09064793586730957,0.12118017673492432,lazy,rich,2,0.6366371055202172,0.2548338077457485,0.7475577553520595,0.8574084578552629,-0.38180329777446875,0.8435574922275697,0.9690300883361744,8.669526517391205,4.735317170619965,6.4,1760
32,gelu,0.0,0.2,2.0,2,0.5265355706214905,2.27797794342041,0.13760888576507568,0.6641444563865662,0.15636621415615082,0.08927100896835327,0.1334470510482788,lazy,rich,2,0.690894005334343,0.2522991302349619,0.7871352876241628,0.9938620802125485,-0.43859487509938105,0.8227361621115671,0.9696158138192361,8.395428210496902,4.4656727612018585,6.4,1760
32,gelu,0.0,0.2,2.0,3,0.5869122296571732,-2.4546117782592773,0.16680996119976044,0.7537221908569336,0.17032508552074432,0.0821194052696228,0.12766093015670776,lazy,rich,2,0.6045677375449736,0.2357538844141871,0.7914417114237886,0.8369468814816752,-0.3688138531307865,0.8557634685245813,0.9733176211044938,7.7909285724163055,4.542155414819717,6.4,1760
32,gelu,0.0,0.2,2.0,4,0.4635018855333328,1.3340072631835938,0.15992335975170135,0.6234252452850342,0.16056151688098907,0.07616245746612549,0.12360042333602905,lazy,rich,2,0.6158018550444057,0.22507243387926953,0.8186939758720402,0.9230830387693186,-0.3907294211651361,0.851499924985409,0.9755948164331021,8.702474892139435,4.448510155081749,6.4,1760
32,gelu,0.25,0.05,0.5,0,0.3601732701063156,0.046808868646621704,0.13199855387210846,0.4921718239784241,0.13775596022605896,0.12829619646072388,0.24862980842590332,rich,rich,2,0.13087161072277584,0.15937723399127915,0.23270368017370344,0.604990222204301,0.02850562326850331,0.9915455883504278,0.9875369554904958,1.803554511629045,2.4108823984861374,6.4,1760
32,gelu,0.25,0.05,0.5,1,0.46582965552806854,0.008898138999938965,0.16027189791202545,0.626101553440094,0.14368976652622223,0.23271536827087402,0.28709524869918823,rich,rich,2,0.10558169494291392,0.17659920129314444,0.2644426216360847,0.8445599650904834,0.07101750635023052,0.9944722209605925,0.9847628340524902,2.3337750053033233,2.7063694447278976,6.4,1760
32,gelu,0.25,0.05,0.5,2,0.3500331789255142,0.041302651166915894,0.13951219618320465,0.48954537510871887,0.14725567400455475,0.21218746900558472,0.26798248291015625,rich,rich,2,0.15406691281162188,0.1674207684512491,0.4040918574299378,0.6078341868189754,0.01335385563962721,0.9883393510682907,0.986272792768244,2.390394494868815,2.3779370561242104,6.4,1760
32,gelu,0.25,0.05,0.5,3,0.34343285858631134,-0.04271647334098816,0.15910367667675018,0.5025365352630615,0.15349018573760986,0.18198490142822266,0.25336819887161255,rich,rich,2,0.13074304491986183,0.17455582583901533,0.35750521292327486,0.7708529777831479,0.0438127809191535,0.9915613093110566,0.985104457560454,2.4402846302837133,2.4625132717192173,6.4,1760
32,gelu,0.25,0.05,0.5,4,0.34944722056388855,0.035909831523895264,0.14745840430259705,0.4969056248664856,0.13912414014339447,0.1874316930770874,0.28827643394470215,rich,rich,2,0.1519102794552003,0.16163409998899714,0.30256856485463035,0.4296829481285855,0.009723820533796834,0.9886568643822766,0.9871878825185618,2.3123588878661394,2.356065161526203,6.4,1760
32,gelu,0.25,0.05,1.0,0,0.37208859622478485,0.36880743503570557,0.1511128693819046,0.5232014656066895,0.16179721057415009,0.0535581111907959,0.08931630849838257,lazy,lazy,2,0.22131357761762538,0.17369095112690902,0.325830752377163,0.5612130012408105,-0.04762262649071636,0.9763746030441207,0.9852489266213943,2.492459736764431,2.3251863792538643,6.4,1760
32,gelu,0.25,0.05,1.0,1,0.5021993517875671,-0.035083889961242676,0.17781752347946167,0.6800168752670288,0.16689780354499817,0.07858550548553467,0.10160166025161743,lazy,rich,2,0.19583647095356901,0.21245665247656506,0.36793269304075576,0.7748056754483889,0.016620181522996047,0.981358562861302,0.9781682224670986,2.8338701352477074,2.478213433176279,6.4,1760
32,gelu,0.25,0.05,1.0,2,0.3670179396867752,0.1812106966972351,0.15653030574321747,0.5235482454299927,0.1674707531929016,0.07872414588928223,0.10090231895446777,lazy,rich,2,0.20829764573560175,0.18295012435639732,0.4207648397400558,0.5991994708738219,-0.02534752137920443,0.9789877862903569,0.983674006150991,2.819349016994238,2.310218960046768,6.4,1760
32,gelu,0.25,0.05,1.0,3,0.3744932562112808,-0.23893475532531738,0.17708145081996918,0.55157470703125,0.17822757363319397,0.0703275203704834,0.09268075227737427,lazy,lazy,2,0.18361295449732484,0.20625982235514378,0.3787090623620421,0.737606408698854,0.022646867857818942,0.9835581017079751,0.9793846547165376,2.6485111378133297,2.3529845997691154,6.4,1760
32,gelu,0.25,0.05,1.0,4,0.3335266411304474,0.3276402950286865,0.1707712709903717,0.5042979121208191,0.16422776877880096,0.06487637758255005,0.10715973377227783,lazy,rich,2,0.23021198457840975,0.16186009619906436,0.4015494941523305,0.5408294600963963,-0.06835188837934539,0.9745102625515721,0.9871532153272572,2.7978053353726864,2.311993706971407,6.4,1760
32,gelu,0.25,0.05,2.0,0,0.30269643664360046,5.347842216491699,0.19179633259773254,0.494492769241333,0.22753071784973145,0.03408306837081909,0.03869527578353882,lazy,lazy,2,0.5225986772407115,0.2181176363949556,0.5225986772407115,0.5225986772407115,-0.3044810408457559,0.8862726793626293,0.9770288320548747,6.005221351981163,1.9234337136149406,6.4,1760
32,gelu,0.25,0.05,2.0,1,0.4318910092115402,-0.487454891204834,0.23687495291233063,0.6687659621238708,0.2316521555185318,0.035671234130859375,0.03938668966293335,lazy,lazy,2,0.4962680019987383,0.22866941409128677,0.4962680019987383,0.5062700060028947,-0.2675985879074515,0.8957605334044402,0.9748377646737137,5.681239828467369,2.0322836562991142,6.4,1760
32,gelu,0.25,0.05,2.0,2,0.35190506279468536,2.254329204559326,0.21361850202083588,0.5655235648155212,0.21952857077121735,0.03456461429595947,0.03903698921203613,lazy,lazy,2,0.46110302787485696,0.2394674483865395,0.49923499639735475,0.46110302787485696,-0.22163557948831747,0.9081101592029989,0.9725045764247284,5.458017751574516,1.9264562129974365,6.4,1760
32,gelu,0.25,0.05,2.0,3,0.3387119472026825,-2.3907012939453125,0.23932191729545593,0.5780338644981384,0.23687510192394257,0.03034079074859619,0.033834755420684814,lazy,lazy,2,0.4784832336394145,0.22903453112930947,0.5134184106082326,0.4914279981443342,-0.249448702510105,0.902055946894843,0.9747602087715566,5.064627841114998,1.9162544012069702,6.4,1760
32,gelu,0.25,0.05,2.0,4,0.28594329953193665,1.6792068481445312,0.2173217236995697,0.5032650232315063,0.23740248382091522,0.02958071231842041,0.03572660684585571,lazy,lazy,2,0.5225988277969283,0.23759218183342032,0.5627752129735263,0.5225988277969283,-0.285006645963508,0.886272142066184,0.9729164857827134,5.586236454546452,1.9748308695852757,6.4,1760
32,gelu,0.25,0.1,0.5,0,0.5154752284288406,0.046808868646621704,0.09915034472942352,0.6146255731582642,0.09791837632656097,0.24866795539855957,0.381927490234375,rich,rich,2,0.16444649073946227,0.2128008744561307,0.3108895777160151,0.8620560776321553,0.04835438371666842,0.9867458721865975,0.9780978567784868,2.6440671235322952,3.417176030576229,6.4,1760
