alpha,similarity,base_lr,effective_lr,seed,forgetting,forgetting_reduction,loss_t1_after_t1,loss_t1_after_t2,loss_t2_after_t2,relative_time
0.5,0.2,0.1,0.044721359549995794,4,0.148096743534893,0.0,1.725245624584204e-06,0.14809846878051758,0.00012853066436946392,0.16548657417297363
0.75,0.2,0.1,0.029906975624424417,0,0.1381747672696747,0.0,2.210364755228511e-06,0.13817697763442993,0.0008951836498454213,0.2563748359680176
0.75,0.2,0.1,0.029906975624424417,1,0.13433981091793612,0.0,1.4290112630988006e-06,0.13434123992919922,0.0009061151649802923,0.21381068229675293
0.75,0.2,0.1,0.029906975624424417,2,0.13410721498746625,0.0,1.656234076108376e-06,0.13410887122154236,0.0010197469964623451,0.20866656303405762
0.75,0.2,0.1,0.029906975624424417,3,0.13935359759818766,0.0,1.152915842794755e-06,0.13935475051403046,0.0009677025955170393,0.21307134628295898
0.75,0.2,0.1,0.029906975624424417,4,0.13429977328667064,0.0,1.725245624584204e-06,0.13430149853229523,0.0009074285626411438,0.1799459457397461
1.0,0.2,0.1,0.020000000000000004,0,0.11481668300825731,0.0,2.210364755228511e-06,0.11481889337301254,0.0038263159804046154,0.20290231704711914
1.0,0.2,0.1,0.020000000000000004,1,0.1104034051400049,0.0,1.4290112630988006e-06,0.110404834151268,0.003976432606577873,0.21408605575561523
1.0,0.2,0.1,0.020000000000000004,2,0.10977148789186231,0.0,1.656234076108376e-06,0.10977314412593842,0.004241365008056164,0.21278047561645508
1.0,0.2,0.1,0.020000000000000004,3,0.1142908130456135,0.0,1.152915842794755e-06,0.1142919659614563,0.004122071899473667,0.22513794898986816
1.0,0.2,0.1,0.020000000000000004,4,0.11102758676895519,0.0,1.725245624584204e-06,0.11102931201457977,0.0038972951006144285,0.23906779289245605
1.5,0.2,0.1,0.008944271909999161,0,0.05665802083808558,0.0,2.210364755228511e-06,0.056660231202840805,0.025519121438264847,0.22546863555908203
1.5,0.2,0.1,0.008944271909999161,1,0.053005730370841775,0.0,1.4290112630988006e-06,0.053007159382104874,0.02627914398908615,0.24204659461975098
1.5,0.2,0.1,0.008944271909999161,2,0.05230925756711713,0.0,1.656234076108376e-06,0.05231091380119324,0.026603450998663902,0.17467784881591797
1.5,0.2,0.1,0.008944271909999161,3,0.05462021573077891,0.0,1.152915842794755e-06,0.054621368646621704,0.02642376348376274,0.24209141731262207
1.5,0.2,0.1,0.008944271909999161,4,0.054217353026956516,0.0,1.725245624584204e-06,0.0542190782725811,0.025756629183888435,0.1633749008178711
2.0,0.2,0.1,0.004000000000000001,0,0.018761370926085874,0.0,2.210364755228511e-06,0.018763581290841103,0.06854050606489182,0.17380499839782715
2.0,0.2,0.1,0.004000000000000001,1,0.017195867012105737,0.0,1.4290112630988006e-06,0.017197296023368835,0.06858565658330917,0.19781184196472168
2.0,0.2,0.1,0.004000000000000001,2,0.01686989295501462,0.0,1.656234076108376e-06,0.01687154918909073,0.06809039413928986,0.22483396530151367
2.0,0.2,0.1,0.004000000000000001,3,0.017640482695810533,0.0,1.152915842794755e-06,0.017641635611653328,0.06831943988800049,0.18170928955078125
2.0,0.2,0.1,0.004000000000000001,4,0.017836890678495365,0.0,1.725245624584204e-06,0.01783861592411995,0.06847143918275833,0.20338916778564453
0.0,0.4,0.01,0.01,0,-0.0641835406422615,0.0,0.14282096922397614,0.07863742858171463,0.03458508476614952,0.17449450492858887
0.0,0.4,0.01,0.01,1,-0.06930341571569443,0.0,0.14401620626449585,0.07471279054880142,0.0346376933157444,0.19418978691101074
0.0,0.4,0.01,0.01,2,-0.07665569335222244,0.0,0.15054839849472046,0.07389270514249802,0.03726735711097717,0.20738959312438965
0.0,0.4,0.01,0.01,3,-0.06308703869581223,0.0,0.14365245401859283,0.08056541532278061,0.03323547542095184,0.27149415016174316
0.0,0.4,0.01,0.01,4,-0.07585066556930542,0.0,0.15742692351341248,0.08157625794410706,0.03449506685137749,0.19583916664123535
0.25,0.4,0.01,0.007952707287670507,0,-0.06525985151529312,0.0,0.14282096922397614,0.07756111770868301,0.0506039522588253,0.1890723705291748
0.25,0.4,0.01,0.007952707287670507,1,-0.07000944018363953,0.0,0.14401620626449585,0.07400676608085632,0.05085441842675209,0.24454665184020996
0.25,0.4,0.01,0.007952707287670507,2,-0.07702212780714035,0.0,0.15054839849472046,0.07352627068758011,0.05435573682188988,0.19889044761657715
0.25,0.4,0.01,0.007952707287670507,3,-0.06389068067073822,0.0,0.14365245401859283,0.07976177334785461,0.04815507307648659,0.2345733642578125
0.25,0.4,0.01,0.007952707287670507,4,-0.07561074942350388,0.0,0.15742692351341248,0.0818161740899086,0.05075167864561081,0.20001864433288574
0.5,0.4,0.01,0.006324555320336759,0,-0.06384050101041794,0.0,0.14282096922397614,0.0789804682135582,0.06923931837081909,0.21083283424377441
0.5,0.4,0.01,0.006324555320336759,1,-0.06809311360120773,0.0,0.14401620626449585,0.07592309266328812,0.06968796998262405,0.20315766334533691
0.5,0.4,0.01,0.006324555320336759,2,-0.07462655752897263,0.0,0.15054839849472046,0.07592184096574783,0.07417409121990204,0.19810795783996582
0.5,0.4,0.01,0.006324555320336759,3,-0.06226382404565811,0.0,0.14365245401859283,0.08138862997293472,0.06535856425762177,0.22935748100280762
0.5,0.4,0.01,0.006324555320336759,4,-0.07286762446165085,0.0,0.15742692351341248,0.08455929905176163,0.06972242146730423,0.23264861106872559
0.75,0.4,0.01,0.005029733718731741,0,-0.06031744182109833,0.0,0.14282096922397614,0.08250352740287781,0.08948832750320435,0.2170116901397705
0.75,0.4,0.01,0.005029733718731741,1,-0.0640174001455307,0.0,0.14401620626449585,0.07999880611896515,0.09011048078536987,0.17942023277282715
0.75,0.4,0.01,0.005029733718731741,2,-0.06996496021747589,0.0,0.15054839849472046,0.08058343827724457,0.09565235674381256,0.25556325912475586
0.75,0.4,0.01,0.005029733718731741,3,-0.058626316487789154,0.0,0.14365245401859283,0.08502613753080368,0.08392193913459778,0.22371435165405273
0.75,0.4,0.01,0.005029733718731741,4,-0.06806773692369461,0.0,0.15742692351341248,0.08935918658971786,0.0903739184141159,0.23086047172546387
1.0,0.4,0.01,0.004,0,-0.055285319685935974,0.0,0.14282096922397614,0.08753564953804016,0.11025714129209518,0.25383448600769043
1.0,0.4,0.01,0.004,1,-0.05843297392129898,0.0,0.14401620626449585,0.08558323234319687,0.11101553589105606,0.21026921272277832
1.0,0.4,0.01,0.004,2,-0.06373134255409241,0.0,0.15054839849472046,0.08681705594062805,0.11763360351324081,0.2105097770690918
1.0,0.4,0.01,0.004,3,-0.053575366735458374,0.0,0.14365245401859283,0.09007708728313446,0.10285798460245132,0.16893529891967773
1.0,0.4,0.01,0.004,4,-0.06184839457273483,0.0,0.15742692351341248,0.09557852894067764,0.11157707870006561,0.2171170711517334
1.5,0.4,0.01,0.002529822128134704,0,-0.043153442442417145,0.0,0.14282096922397614,0.09966752678155899,0.14962968230247498,0.2383112907409668
1.5,0.4,0.01,0.002529822128134704,1,-0.04532627761363983,0.0,0.14401620626449585,0.09868992865085602,0.1505473405122757,0.1965489387512207
1.5,0.4,0.01,0.002529822128134704,2,-0.04930385947227478,0.0,0.15054839849472046,0.10124453902244568,0.15919727087020874,0.22872614860534668
1.5,0.4,0.01,0.002529822128134704,3,-0.04162534326314926,0.0,0.14365245401859283,0.10202711075544357,0.13854335248470306,0.20079374313354492
1.5,0.4,0.01,0.002529822128134704,4,-0.047705210745334625,0.0,0.15742692351341248,0.10972171276807785,0.15179675817489624,0.2076127529144287
2.0,0.4,0.01,0.0016000000000000003,0,-0.03132614493370056,0.0,0.14282096922397614,0.11149482429027557,0.18233250081539154,0.2639882564544678
2.0,0.4,0.01,0.0016000000000000003,1,-0.032768309116363525,0.0,0.14401620626449585,0.11124789714813232,0.18330062925815582,0.604945182800293
2.0,0.4,0.01,0.0016000000000000003,2,-0.03558799624443054,0.0,0.15054839849472046,0.11496040225028992,0.19363278150558472,0.31121110916137695
2.0,0.4,0.01,0.0016000000000000003,3,-0.03012164682149887,0.0,0.14365245401859283,0.11353080719709396,0.1680235117673874,0.23653459548950195
2.0,0.4,0.01,0.0016000000000000003,4,-0.03438153862953186,0.0,0.15742692351341248,0.12304538488388062,0.1852058470249176,0.2970561981201172
0.0,0.4,0.05,0.05,0,0.11522641853662208,0.0,0.0005207724752835929,0.11574719101190567,5.0762064347509295e-05,0.25475072860717773
0.0,0.4,0.05,0.05,1,0.11281543670338579,0.0,0.00044594259816221893,0.113261379301548,4.6041976020205766e-05,0.23157429695129395
0.0,0.4,0.05,0.05,2,0.11296740482794121,0.0,0.00048498500837013125,0.11345238983631134,5.887098450330086e-05,0.2694711685180664
0.0,0.4,0.05,0.05,3,0.11683013662695885,0.0,0.0003858022391796112,0.11721593886613846,5.197633436182514e-05,0.22593426704406738
0.0,0.4,0.05,0.05,4,0.11203265673248097,0.0,0.0005137648549862206,0.1125464215874672,4.9243593821302056e-05,0.24134397506713867
0.25,0.4,0.05,0.03976353643835254,0,0.1113174490747042,0.0,0.0005207724752835929,0.11183822154998779,0.00018128490773960948,0.23793983459472656
0.25,0.4,0.05,0.03976353643835254,1,0.10882236508768983,0.0,0.00044594259816221893,0.10926830768585205,0.00017118385585490614,0.26883840560913086
0.25,0.4,0.05,0.03976353643835254,2,0.10870459984289482,0.0,0.00048498500837013125,0.10918958485126495,0.00020817539189010859,0.2719419002532959
0.25,0.4,0.05,0.03976353643835254,3,0.11254241690039635,0.0,0.0003858022391796112,0.11292821913957596,0.0001913861051434651,0.189774751663208
0.25,0.4,0.05,0.03976353643835254,4,0.10813733673421666,0.0,0.0005137648549862206,0.10865110158920288,0.00017825026588980108,0.19969725608825684
0.5,0.4,0.05,0.0316227766016838,0,0.10518320725532249,0.0,0.0005207724752835929,0.10570397973060608,0.0005300974589772522,0.22906494140625
0.5,0.4,0.05,0.0316227766016838,1,0.10252004562062211,0.0,0.00044594259816221893,0.10296598821878433,0.0005182806635275483,0.18487238883972168
0.5,0.4,0.05,0.0316227766016838,2,0.10211727331625298,0.0,0.00048498500837013125,0.10260225832462311,0.0006026442279107869,0.22729277610778809
0.5,0.4,0.05,0.0316227766016838,3,0.10585707053542137,0.0,0.0003858022391796112,0.10624287277460098,0.0005682441405951977,0.2625143527984619
0.5,0.4,0.05,0.0316227766016838,4,0.1020330089959316,0.0,0.0005137648549862206,0.10254677385091782,0.0005264419596642256,0.23999691009521484
0.75,0.4,0.05,0.025148668593658708,0,0.09661456273170188,0.0,0.0005207724752835929,0.09713533520698547,0.001317403744906187,0.23960423469543457
0.75,0.4,0.05,0.025148668593658708,1,0.09373833684367128,0.0,0.00044594259816221893,0.0941842794418335,0.001322734635323286,0.22557878494262695
0.75,0.4,0.05,0.025148668593658708,2,0.09308044175850227,0.0,0.00048498500837013125,0.0935654267668724,0.0014810329303145409,0.21151065826416016
0.75,0.4,0.05,0.025148668593658708,3,0.09662764891982079,0.0,0.0003858022391796112,0.0970134511590004,0.0014185986947268248,0.18305754661560059
0.75,0.4,0.05,0.025148668593658708,4,0.09354385471669957,0.0,0.0005137648549862206,0.09405761957168579,0.0013167939614504576,0.20848727226257324
1.0,0.4,0.05,0.020000000000000004,0,0.08584493474336341,0.0,0.0005207724752835929,0.086365707218647,0.002859327709302306,0.2164909839630127
1.0,0.4,0.05,0.020000000000000004,1,0.08279414175194688,0.0,0.00044594259816221893,0.0832400843501091,0.002920562168583274,0.18853235244750977
1.0,0.4,0.05,0.020000000000000004,2,0.08194664429174736,0.0,0.00048498500837013125,0.08243162930011749,0.003172879572957754,0.2131633758544922
1.0,0.4,0.05,0.020000000000000004,3,0.08520199730992317,0.0,0.0003858022391796112,0.08558779954910278,0.003070431062951684,0.15430593490600586
1.0,0.4,0.05,0.020000000000000004,4,0.0829362470540218,0.0,0.0005137648549862206,0.08345001190900803,0.002867851173505187,0.20375633239746094
1.5,0.4,0.05,0.01264911064067352,0,0.060709365468937904,0.0,0.0005207724752835929,0.0612301379442215,0.009652051143348217,0.17921710014343262
1.5,0.4,0.05,0.01264911064067352,1,0.05772997884196229,0.0,0.00044594259816221893,0.05817592144012451,0.00995639432221651,0.19348621368408203
1.5,0.4,0.05,0.01264911064067352,2,0.05675799708114937,0.0,0.00048498500837013125,0.0572429820895195,0.010382610373198986,0.21665740013122559
1.5,0.4,0.05,0.01264911064067352,3,0.0592135526239872,0.0,0.0003858022391796112,0.05959935486316681,0.010178755968809128,0.16729044914245605
1.5,0.4,0.05,0.01264911064067352,4,0.05840065813390538,0.0,0.0005137648549862206,0.0589144229888916,0.009688555262982845,0.20393967628479004
2.0,0.4,0.05,0.008000000000000002,0,0.037133858364541084,0.0,0.0005207724752835929,0.037654630839824677,0.022765226662158966,0.2240290641784668
2.0,0.4,0.05,0.008000000000000002,1,0.03482405541581102,0.0,0.00044594259816221893,0.035269998013973236,0.02328423224389553,0.2182903289794922
2.0,0.4,0.05,0.008000000000000002,2,0.03400793607579544,0.0,0.00048498500837013125,0.03449292108416557,0.023709634318947792,0.2280409336090088
2.0,0.4,0.05,0.008000000000000002,3,0.03561859950423241,0.0,0.0003858022391796112,0.03600440174341202,0.023440340533852577,0.1632380485534668
2.0,0.4,0.05,0.008000000000000002,4,0.03560897073475644,0.0,0.0005137648549862206,0.03612273558974266,0.022786946967244148,0.19765019416809082
0.0,0.4,0.1,0.1,0,0.11940898246962206,0.0,2.210364755228511e-06,0.11941119283437729,1.7577153244019428e-07,0.19582653045654297
0.0,0.4,0.1,0.1,1,0.11689579636868075,0.0,1.4290112630988006e-06,0.11689722537994385,1.4449848606545856e-07,0.1738874912261963
0.0,0.4,0.1,0.1,2,0.11751565116662732,0.0,1.656234076108376e-06,0.11751730740070343,2.1489294965704175e-07,0.2232646942138672
0.0,0.4,0.1,0.1,3,0.12119784398566935,0.0,1.152915842794755e-06,0.12119899690151215,1.461320948692446e-07,0.2264113426208496
0.0,0.4,0.1,0.1,4,0.11615697623381038,0.0,1.725245624584204e-06,0.11615870147943497,1.6576501593590365e-07,0.22085928916931152
0.25,0.4,0.1,0.07952707287670507,0,0.11899898446995394,0.0,2.210364755228511e-06,0.11900119483470917,1.653649860600126e-06,0.2064812183380127
0.25,0.4,0.1,0.07952707287670507,1,0.11650231630619601,0.0,1.4290112630988006e-06,0.1165037453174591,1.425673417543294e-06,0.16935944557189941
0.25,0.4,0.1,0.07952707287670507,2,0.11705329048652402,0.0,1.656234076108376e-06,0.11705494672060013,1.9868391518684803e-06,0.19776701927185059
0.25,0.4,0.1,0.07952707287670507,3,0.1207629610468075,0.0,1.152915842794755e-06,0.1207641139626503,1.5203177099465393e-06,0.1992490291595459
0.25,0.4,0.1,0.07952707287670507,4,0.11575869054684063,0.0,1.725245624584204e-06,0.11576041579246521,1.5915159110591048e-06,0.20939111709594727
0.5,0.4,0.1,0.0632455532033676,0,0.11797000713545458,0.0,2.210364755228511e-06,0.11797221750020981,1.0497777111595497e-05,0.18818378448486328
0.5,0.4,0.1,0.0632455532033676,1,0.11548691392954424,0.0,1.4290112630988006e-06,0.11548834294080734,9.407913239556365e-06,0.1896824836730957
0.5,0.4,0.1,0.0632455532033676,2,0.1159050591589903,0.0,1.656234076108376e-06,0.1159067153930664,1.2409102055244148e-05,0.19017672538757324
0.5,0.4,0.1,0.0632455532033676,3,0.11964550061713908,0.0,1.152915842794755e-06,0.11964665353298187,1.03575785033172e-05,0.2130260467529297
0.5,0.4,0.1,0.0632455532033676,4,0.11474191726335903,0.0,1.725245624584204e-06,0.11474364250898361,1.025942856358597e-05,0.2037973403930664
0.75,0.4,0.1,0.050297337187317416,0,0.11581620074707644,0.0,2.210364755228511e-06,0.11581841111183167,4.8657686420483515e-05,0.20351099967956543
0.75,0.4,0.1,0.050297337187317416,1,0.11331487597044543,0.0,1.4290112630988006e-06,0.11331630498170853,4.5202134060673416e-05,0.22025823593139648
0.75,0.4,0.1,0.050297337187317416,2,0.11352910625953427,0.0,1.656234076108376e-06,0.11353076249361038,5.6684242736082524e-05,0.2014920711517334
0.75,0.4,0.1,0.050297337187317416,3,0.11728246702443812,0.0,1.152915842794755e-06,0.11728361994028091,5.029025851399638e-05,0.21056032180786133
0.75,0.4,0.1,0.050297337187317416,4,0.11259442896732708,0.0,1.725245624584204e-06,0.11259615421295166,4.8148194764507934e-05,0.19921588897705078
1.0,0.4,0.1,0.04000000000000001,0,0.11194531120258944,0.0,2.210364755228511e-06,0.11194752156734467,0.00017541013949085027,0.2023169994354248
1.0,0.4,0.1,0.04000000000000001,1,0.10935799182470873,0.0,1.4290112630988006e-06,0.10935942083597183,0.0001685515308054164,0.18056344985961914
1.0,0.4,0.1,0.04000000000000001,2,0.10931575077790967,0.0,1.656234076108376e-06,0.10931740701198578,0.00020165443129371852,0.17461800575256348
1.0,0.4,0.1,0.04000000000000001,3,0.11303407891284678,0.0,1.152915842794755e-06,0.11303523182868958,0.00018628773977980018,0.18628716468811035
1.0,0.4,0.1,0.04000000000000001,4,0.10872596086153408,0.0,1.725245624584204e-06,0.10872768610715866,0.0001752644602674991,0.21151375770568848
1.5,0.4,0.1,0.02529822128134704,0,0.09729937709767,0.0,2.210364755228511e-06,0.09730158746242523,0.0012923004105687141,0.1966099739074707
1.5,0.4,0.1,0.02529822128134704,1,0.09434054941948489,0.0,1.4290112630988006e-06,0.09434197843074799,0.0013078483752906322,0.17296528816223145
1.5,0.4,0.1,0.02529822128134704,2,0.09378839063663236,0.0,1.656234076108376e-06,0.09379004687070847,0.001447496935725212,0.19050264358520508
1.5,0.4,0.1,0.02529822128134704,3,0.09718024178039286,0.0,1.152915842794755e-06,0.09718139469623566,0.0013939561322331429,0.18567967414855957
1.5,0.4,0.1,0.02529822128134704,4,0.0941670793403091,0.0,1.725245624584204e-06,0.09416880458593369,0.0013048313558101654,0.20254778861999512
2.0,0.4,0.1,0.016000000000000004,0,0.07419874019819872,0.0,2.210364755228511e-06,0.07420095056295395,0.005470597185194492,0.1860518455505371
2.0,0.4,0.1,0.016000000000000004,1,0.0710376665097101,0.0,1.4290112630988006e-06,0.0710390955209732,0.005651011597365141,0.18907380104064941
2.0,0.4,0.1,0.016000000000000004,2,0.07021475362796537,0.0,1.656234076108376e-06,0.07021640986204147,0.005944438278675079,0.19639301300048828
2.0,0.4,0.1,0.016000000000000004,3,0.07289697422277186,0.0,1.152915842794755e-06,0.07289812713861465,0.005829553119838238,0.19603800773620605
2.0,0.4,0.1,0.016000000000000004,4,0.07147243947872539,0.0,1.725245624584204e-06,0.07147416472434998,0.005528783425688744,0.21916961669921875
0.0,0.6,0.01,0.01,0,-0.08267702534794807,0.0,0.14282096922397614,0.06014394387602806,0.030996499583125114,0.2206895351409912
0.0,0.6,0.01,0.01,1,-0.08670797944068909,0.0,0.14401620626449585,0.05730822682380676,0.030894199386239052,0.1998002529144287
0.0,0.6,0.01,0.01,2,-0.094003826379776,0.0,0.15054839849472046,0.05654457211494446,0.03338807448744774,0.19506525993347168
0.0,0.6,0.01,0.01,3,-0.08224000781774521,0.0,0.14365245401859283,0.061412446200847626,0.03005365841090679,0.20359349250793457
0.0,0.6,0.01,0.01,4,-0.09439069032669067,0.0,0.15742692351341248,0.0630362331867218,0.0314333438873291,0.2272202968597412
0.25,0.6,0.01,0.008801117367933934,0,-0.08157926425337791,0.0,0.14282096922397614,0.06124170497059822,0.038659095764160156,0.19090485572814941
0.25,0.6,0.01,0.008801117367933934,1,-0.08550352975726128,0.0,0.14401620626449585,0.05851267650723457,0.038656558841466904,0.20029544830322266
0.25,0.6,0.01,0.008801117367933934,2,-0.09262580797076225,0.0,0.15054839849472046,0.057922590523958206,0.0416099950671196,0.18139147758483887
0.25,0.6,0.01,0.008801117367933934,3,-0.08098394423723221,0.0,0.14365245401859283,0.06266850978136063,0.037273380905389786,0.19625115394592285
0.25,0.6,0.01,0.008801117367933934,4,-0.09263190627098083,0.0,0.15742692351341248,0.06479501724243164,0.039327945560216904,0.17869782447814941
0.5,0.6,0.01,0.007745966692414835,0,-0.07979794591665268,0.0,0.14282096922397614,0.06302302330732346,0.047150444239377975,0.22507953643798828
0.5,0.6,0.01,0.007745966692414835,1,-0.08357613533735275,0.0,0.14401620626449585,0.0604400709271431,0.04726440832018852,0.17687225341796875
0.5,0.6,0.01,0.007745966692414835,2,-0.09047988802194595,0.0,0.15054839849472046,0.060068510472774506,0.05071863532066345,0.17949461936950684
0.5,0.6,0.01,0.007745966692414835,3,-0.07906068861484528,0.0,0.14365245401859283,0.06459176540374756,0.04523517191410065,0.20576047897338867
0.5,0.6,0.01,0.007745966692414835,4,-0.09017246961593628,0.0,0.15742692351341248,0.0672544538974762,0.048097528517246246,0.1852412223815918
0.75,0.6,0.01,0.006817316198804996,0,-0.07738366723060608,0.0,0.14282096922397614,0.06543730199337006,0.056340306997299194,0.20293450355529785
0.75,0.6,0.01,0.006817316198804996,1,-0.08098436892032623,0.0,0.14401620626449585,0.06303183734416962,0.0565837100148201,0.2185344696044922
0.75,0.6,0.01,0.006817316198804996,2,-0.08762823045253754,0.0,0.15054839849472046,0.06292016804218292,0.060574810951948166,0.20220446586608887
0.75,0.6,0.01,0.006817316198804996,3,-0.07652629166841507,0.0,0.14365245401859283,0.06712616235017776,0.053816474974155426,0.2170853614807129
0.75,0.6,0.01,0.006817316198804996,4,-0.08707152307033539,0.0,0.15742692351341248,0.07035540044307709,0.057607103139162064,0.21401572227478027
1.0,0.6,0.01,0.006,0,-0.07441354542970657,0.0,0.14282096922397614,0.06840742379426956,0.0660729706287384,0.20484685897827148
1.0,0.6,0.01,0.006,1,-0.07781361788511276,0.0,0.14401620626449585,0.06620258837938309,0.0664549320936203,0.21255898475646973
1.0,0.6,0.01,0.006,2,-0.08416157215833664,0.0,0.15054839849472046,0.06638682633638382,0.07101204991340637,0.20693182945251465
1.0,0.6,0.01,0.006,3,-0.07346102595329285,0.0,0.14365245401859283,0.07019142806529999,0.0628729835152626,0.1757967472076416
1.0,0.6,0.01,0.006,4,-0.08341482281684875,0.0,0.15742692351341248,0.07401210069656372,0.06769420206546783,0.17770743370056152
1.5,0.6,0.01,0.0046475800154489,0,-0.06719498336315155,0.0,0.14282096922397614,0.07562598586082458,0.08648641407489777,0.17474651336669922
1.5,0.6,0.01,0.0046475800154489,1,-0.07015500217676163,0.0,0.14401620626449585,0.07386120408773422,0.08715850859880447,0.2134253978729248
1.5,0.6,0.01,0.0046475800154489,2,-0.07583056390285492,0.0,0.15054839849472046,0.07471783459186554,0.0929013267159462,0.19455504417419434
1.5,0.6,0.01,0.0046475800154489,3,-0.06612997502088547,0.0,0.14365245401859283,0.07752247899770737,0.08178801834583282,0.17071104049682617
1.5,0.6,0.01,0.0046475800154489,4,-0.07485576719045639,0.0,0.15742692351341248,0.08257115632295609,0.08888799697160721,0.17293453216552734
2.0,0.6,0.01,0.0036,0,-0.05896893888711929,0.0,0.14282096922397614,0.08385203033685684,0.107060506939888,0.16370344161987305
2.0,0.6,0.01,0.0036,1,-0.06147903949022293,0.0,0.14401620626449585,0.08253716677427292,0.10802078992128372,0.19727778434753418
2.0,0.6,0.01,0.0036,2,-0.06642468273639679,0.0,0.15054839849472046,0.08412371575832367,0.11496174335479736,0.1548478603363037
2.0,0.6,0.01,0.0036,3,-0.057885244488716125,0.0,0.14365245401859283,0.08576720952987671,0.10077018290758133,0.20778608322143555
2.0,0.6,0.01,0.0036,4,-0.06537754833698273,0.0,0.15742692351341248,0.09204937517642975,0.11028224974870682,0.19074773788452148
0.0,0.6,0.05,0.05,0,0.07685338036390021,0.0,0.0005207724752835929,0.07737415283918381,3.420191933400929e-05,0.1890726089477539
0.0,0.6,0.05,0.05,1,0.07516872583073564,0.0,0.00044594259816221893,0.07561466842889786,2.9964628993184306e-05,0.18522930145263672
0.0,0.6,0.05,0.05,2,0.07520733337150887,0.0,0.00048498500837013125,0.075692318379879,3.8824440707685426e-05,0.19386911392211914
0.0,0.6,0.05,0.05,3,0.07742675766348839,0.0,0.0003858022391796112,0.077812559902668,3.460237348917872e-05,0.20734333992004395
0.0,0.6,0.05,0.05,4,0.07439730799524114,0.0,0.0005137648549862206,0.07491107285022736,3.2862812076928094e-05,0.1912846565246582
0.25,0.6,0.05,0.04400558683966967,0,0.07555645779939368,0.0,0.0005207724752835929,0.07607723027467728,7.14470079401508e-05,0.2375187873840332
0.25,0.6,0.05,0.04400558683966967,1,0.07387566266697831,0.0,0.00044594259816221893,0.07432160526514053,6.413910159608349e-05,0.1791365146636963
0.25,0.6,0.05,0.04400558683966967,2,0.0738044188474305,0.0,0.00048498500837013125,0.07428940385580063,8.085818262770772e-05,0.17436552047729492
0.25,0.6,0.05,0.04400558683966967,3,0.07602111622691154,0.0,0.0003858022391796112,0.07640691846609116,7.375939458142966e-05,0.16389203071594238
0.25,0.6,0.05,0.04400558683966967,4,0.07312454021302983,0.0,0.0005137648549862206,0.07363830506801605,6.912914250278845e-05,0.17406249046325684
0.5,0.6,0.05,0.038729833462074176,0,0.07383447961183265,0.0,0.0005207724752835929,0.07435525208711624,0.00013940916687715799,0.2004106044769287
0.5,0.6,0.05,0.038729833462074176,1,0.07214509395998903,0.0,0.00044594259816221893,0.07259103655815125,0.00012811727356165648,0.21030426025390625
0.5,0.6,0.05,0.038729833462074176,2,0.07195402245270088,0.0,0.00048498500837013125,0.07243900746107101,0.00015727792924735695,0.19916057586669922
0.5,0.6,0.05,0.038729833462074176,3,0.0741574577987194,0.0,0.0003858022391796112,0.07454326003789902,0.00014605287287849933,0.18568754196166992
0.5,0.6,0.05,0.038729833462074176,4,0.07143338507739827,0.0,0.0005137648549862206,0.07194714993238449,0.00013572043098974973,0.2065904140472412
0.75,0.6,0.05,0.03408658099402498,0,0.07163632736774161,0.0,0.0005207724752835929,0.07215709984302521,0.0002560626599006355,0.20966529846191406
0.75,0.6,0.05,0.03408658099402498,1,0.06992482839268632,0.0,0.00044594259816221893,0.07037077099084854,0.0002405312843620777,0.1695106029510498
0.75,0.6,0.05,0.03408658099402498,2,0.06960988353239372,0.0,0.00048498500837013125,0.07009486854076385,0.0002878943341784179,0.21144723892211914
0.75,0.6,0.05,0.03408658099402498,3,0.07178682461380959,0.0,0.0003858022391796112,0.0721726268529892,0.0002709859109017998,0.19752287864685059
0.75,0.6,0.05,0.03408658099402498,4,0.06927541381446645,0.0,0.0005137648549862206,0.06978917866945267,0.00025061704218387604,0.17446541786193848
1.0,0.6,0.05,0.03,0,0.06893202738137916,0.0,0.0005207724752835929,0.06945279985666275,0.00044568508747033775,0.18169903755187988
1.0,0.6,0.05,0.03,1,0.0671867847268004,0.0,0.00044594259816221893,0.06763272732496262,0.0004270117206033319,0.21813058853149414
1.0,0.6,0.05,0.03,2,0.06675041775451973,0.0,0.00048498500837013125,0.06723540276288986,0.0004991462919861078,0.1924452781677246
1.0,0.6,0.05,0.03,3,0.06888540461659431,0.0,0.0003858022391796112,0.06927120685577393,0.00047464403905905783,0.21043181419372559
1.0,0.6,0.05,0.03,4,0.06662358081666753,0.0,0.0005137648549862206,0.06713734567165375,0.00043816777179017663,0.17835068702697754
1.5,0.6,0.05,0.0232379000772445,0,0.06202536151977256,0.0,0.0005207724752835929,0.06254613399505615,0.0011737613240256906,0.1812458038330078
1.5,0.6,0.05,0.0232379000772445,1,0.06020099369925447,0.0,0.00044594259816221893,0.06064693629741669,0.0011605813633650541,0.22303175926208496
1.5,0.6,0.05,0.0232379000772445,2,0.0595534288440831,0.0,0.00048498500837013125,0.06003841385245323,0.0013019199250265956,0.2125072479248047
1.5,0.6,0.05,0.0232379000772445,3,0.0615529790520668,0.0,0.0003858022391796112,0.061938781291246414,0.0012551164254546165,0.17138195037841797
1.5,0.6,0.05,0.0232379000772445,4,0.05986929050413892,0.0,0.0005137648549862206,0.06038305535912514,0.001161710126325488,0.18650388717651367
