method,lambda_value,similarity,learning_rate,seed,forgetting,forgetting_reduction,loss_t1_after_t1,loss_t1_after_t2,loss_t2_after_t2,ewc_loss_mean,ewc_loss_final,relative_time
l2,0.0,1.0,0.05,1,-0.00044557182599191947,0.0,0.00044594259816221893,3.707721702994604e-07,2.6934279162560415e-07,0.0,0.0,0.3187124729156494
l2,0.0,1.0,0.05,2,-0.00048446543928548635,0.0,0.00048498500837013125,5.195690846448997e-07,3.7835269495190005e-07,0.0,0.0,0.29244279861450195
l2,0.0,1.0,0.05,3,-0.0003854391795243828,0.0,0.0003858022391796112,3.63059655228426e-07,2.6677994924284576e-07,0.0,0.0,0.29966068267822266
l2,0.0,1.0,0.05,4,-0.0005133174574041277,0.0,0.0005137648549862206,4.4739758209288993e-07,3.2154181894838985e-07,0.0,0.0,0.3854365348815918
l2,0.01,1.0,0.05,0,-0.0005176198817480326,0.0,0.0005207724752835929,3.1525935355602996e-06,3.597140221245354e-06,2.851152630978504e-05,4.003642970928922e-05,0.38602352142333984
l2,0.01,1.0,0.05,1,-0.0004436020265075058,0.0,0.00044594259816221893,2.3405716547131306e-06,2.722821363931871e-06,2.372702654394221e-05,3.3004889701260254e-05,0.3806321620941162
l2,0.01,1.0,0.05,2,-0.0004820995720820065,0.0,0.00048498500837013125,2.8854362881247653e-06,3.246168716941611e-06,2.5707727340457787e-05,3.60729536623694e-05,0.3416786193847656
l2,0.01,1.0,0.05,3,-0.0003835702857486467,0.0,0.0003858022391796112,2.231953430964495e-06,2.479832346580224e-06,1.9836831360688033e-05,2.7883119400939904e-05,0.36452698707580566
l2,0.01,1.0,0.05,4,-0.0005110259487537405,0.0,0.0005137648549862206,2.738906232480076e-06,3.170634499838343e-06,2.7554433823478776e-05,3.831310095847584e-05,0.3952517509460449
l2,0.1,1.0,0.05,0,-0.0004514035681495443,0.0,0.0005207724752835929,6.936890713404864e-05,0.00010247929458273575,0.00015601811639569263,0.00019472502754069865,0.33745384216308594
l2,0.1,1.0,0.05,1,-0.0003892672757501714,0.0,0.00044594259816221893,5.6675322412047535e-05,8.307969255838543e-05,0.0001311818067362154,0.00016300418064929545,0.33159923553466797
l2,0.1,1.0,0.05,2,-0.0004206159574096091,0.0,0.00048498500837013125,6.436905096052215e-05,9.218720515491441e-05,0.00014100447308983632,0.00017581271822564304,0.289898157119751
l2,0.1,1.0,0.05,3,-0.0003343106582178734,0.0,0.0003858022391796112,5.149158096173778e-05,7.139293302316219e-05,0.00010850357534908995,0.00013544793182518333,0.3085448741912842
l2,0.1,1.0,0.05,4,-0.00044828231330029666,0.0,0.0005137648549862206,6.548254168592393e-05,9.641877113608643e-05,0.00015239093595503306,0.00018933297542389482,0.34838366508483887
l2,1.0,1.0,0.05,0,-0.00015406828606501222,0.0,0.0005207724752835929,0.0003667041892185807,0.0006149911787360907,0.0001227963296287271,0.00012904962932225317,0.4045407772064209
l2,1.0,1.0,0.05,1,-0.00013500027125701308,0.0,0.00044594259816221893,0.00031094232690520585,0.0005142251029610634,0.00010563706626021485,0.00011098789400421083,0.37299633026123047
l2,1.0,1.0,0.05,2,-0.00014405185356736183,0.0,0.00048498500837013125,0.0003409331548027694,0.0005555165698751807,0.00011224025382495028,0.00011793560406658798,0.33514976501464844
l2,1.0,1.0,0.05,3,-0.00011373122106306255,0.0,0.0003858022391796112,0.00027207101811654866,0.00042783498065546155,8.573553699307013e-05,9.009311906993389e-05,0.3657054901123047
l2,1.0,1.0,0.05,4,-0.00015527624054811895,0.0,0.0005137648549862206,0.00035848861443810165,0.0005972934886813164,0.00012251885278465125,0.0001287312334170565,0.33884406089782715
l2,10.0,1.0,0.05,0,-1.9909581169486046e-05,0.0,0.0005207724752835929,0.0005008628941141069,0.000864812929648906,1.8524569431065174e-05,1.8621232811710797e-05,0.324354887008667
l2,10.0,1.0,0.05,1,-1.7542042769491673e-05,0.0,0.00044594259816221893,0.00042840055539272726,0.000729478953871876,1.6079515051387715e-05,1.6163352483999915e-05,0.3163411617279053
l2,10.0,1.0,0.05,2,-1.866297679953277e-05,0.0,0.00048498500837013125,0.0004663220315705985,0.0007841176702640951,1.704173991311109e-05,1.713061283226125e-05,0.35077786445617676
l2,10.0,1.0,0.05,3,-1.4691526303067803e-05,0.0,0.0003858022391796112,0.0003711107128765434,0.0006023691385053098,1.2982706769435026e-05,1.3050425877736416e-05,0.3551828861236572
l2,10.0,1.0,0.05,4,-2.0154111552983522e-05,0.0,0.0005137648549862206,0.0004936107434332371,0.0008468565065413713,1.8607133144541877e-05,1.870417509053368e-05,0.3705863952636719
l2,100.0,1.0,0.05,0,inf,0.0,0.0005207724752835929,inf,inf,,,0.15319347381591797
l2,100.0,1.0,0.05,1,inf,0.0,0.00044594259816221893,inf,inf,,,0.19174456596374512
l2,100.0,1.0,0.05,2,inf,0.0,0.00048498500837013125,inf,inf,,,0.20558595657348633
l2,100.0,1.0,0.05,3,inf,0.0,0.0003858022391796112,inf,inf,,,0.1804804801940918
l2,100.0,1.0,0.05,4,inf,0.0,0.0005137648549862206,inf,inf,,,0.16233134269714355
ewc,0.0,1.0,0.05,0,-0.000520178169040264,0.0,0.0005207724752835929,5.943062433289015e-07,4.218854030568764e-07,0.0,0.0,0.24318838119506836
ewc,0.0,1.0,0.05,1,-0.00044557182599191947,0.0,0.00044594259816221893,3.707721702994604e-07,2.6934279162560415e-07,0.0,0.0,0.29465675354003906
ewc,0.0,1.0,0.05,2,-0.00048446543928548635,0.0,0.00048498500837013125,5.195690846448997e-07,3.7835269495190005e-07,0.0,0.0,0.31172657012939453
ewc,0.0,1.0,0.05,3,-0.0003854391795243828,0.0,0.0003858022391796112,3.63059655228426e-07,2.6677994924284576e-07,0.0,0.0,0.29437255859375
ewc,0.0,1.0,0.05,4,-0.0005133174574041277,0.0,0.0005137648549862206,4.4739758209288993e-07,3.2154181894838985e-07,0.0,0.0,0.2779242992401123
ewc,0.01,1.0,0.05,0,-0.0005201781404480244,0.0,0.0005207724752835929,5.943348355685885e-07,4.2191516058665e-07,6.752297938097159e-10,9.677328938195728e-10,0.3139646053314209
ewc,0.01,1.0,0.05,1,-0.00044557180669357876,0.0,0.00044594259816221893,3.7079146864016366e-07,2.6936197627946967e-07,5.19275517289633e-10,7.352065067856017e-10,0.35908937454223633
ewc,0.01,1.0,0.05,2,-0.0004844654135354176,0.0,0.00048498500837013125,5.195948347136436e-07,3.783779902732931e-07,5.816268241938414e-10,8.334842260815378e-10,0.3493039608001709
ewc,0.01,1.0,0.05,3,-0.00038543916431876823,0.0,0.0003858022391796112,3.6307486084297125e-07,2.6679583697841736e-07,3.5192474824194773e-10,5.038676142987697e-10,0.4066150188446045
ewc,0.01,1.0,0.05,4,-0.0005133174279592367,0.0,0.0005137648549862206,4.4742702698385983e-07,3.215714912130352e-07,7.691215141002064e-10,1.0890219837023096e-09,0.422548770904541
ewc,0.1,1.0,0.05,0,-0.0005201778803893831,0.0,0.0005207724752835929,5.945948942098767e-07,4.22178771941617e-07,6.752181980209607e-09,9.677120438311704e-09,0.3772881031036377
ewc,0.1,1.0,0.05,1,-0.00044557163602121364,0.0,0.00044594259816221893,3.7096214100529323e-07,2.6953500764648197e-07,5.192672380317223e-09,7.351919073528279e-09,0.38824892044067383
ewc,0.1,1.0,0.05,2,-0.00048446517314459925,0.0,0.00048498500837013125,5.19835225532006e-07,3.78613464135924e-07,5.816173317319765e-09,8.334668955001234e-09,0.38708949089050293
ewc,0.1,1.0,0.05,3,-0.0003854390282356235,0.0,0.0003858022391796112,3.63210943987724e-07,2.669304137725703e-07,3.5192025745575022e-09,5.038595318751504e-09,0.3650064468383789
ewc,0.1,1.0,0.05,4,-0.0005133171668774139,0.0,0.0005137648549862206,4.476881088066875e-07,3.218314645891951e-07,7.691059778972563e-09,1.088994405762378e-08,0.3550605773925781
ewc,1.0,1.0,0.05,0,-0.0005201752808829951,0.0,0.0005207724752835929,5.971944005978003e-07,4.24828556333523e-07,6.751013912539676e-08,9.67501705417817e-08,0.38727593421936035
ewc,1.0,1.0,0.05,1,-0.0004455699381651357,0.0,0.00044594259816221893,3.726599970832467e-07,2.712602906740358e-07,5.191841902389173e-08,7.350455888399665e-08,0.3648824691772461
ewc,1.0,1.0,0.05,2,-0.000484462790325324,0.0,0.00048498500837013125,5.222180448072322e-07,3.809648490005202e-07,5.815220454548353e-08,8.3329460665027e-08,0.3868100643157959
ewc,1.0,1.0,0.05,3,-0.00038543765145959696,0.0,0.0003858022391796112,3.645877200142422e-07,2.682885451577022e-07,3.518751790134236e-08,5.0377863658468414e-08,0.36238956451416016
ewc,1.0,1.0,0.05,4,-0.0005133145537286055,0.0,0.0005137648549862206,4.5030125761513773e-07,3.2444177122670226e-07,7.689498238206034e-08,1.0887187329444714e-07,0.38771867752075195
ewc,10.0,1.0,0.05,0,-0.0005201486479222694,0.0,0.0005207724752835929,6.238273613234924e-07,4.5223546862871444e-07,6.739355951024816e-07,9.654039558881777e-07,0.35379743576049805
ewc,10.0,1.0,0.05,1,-0.00044555248456390473,0.0,0.00044594259816221893,3.901135983142012e-07,2.8918395855725976e-07,5.183545943240609e-07,7.335822829190874e-07,0.34083080291748047
ewc,10.0,1.0,0.05,2,-0.0004844384293392068,0.0,0.00048498500837013125,5.465790309244767e-07,4.0524179212297895e-07,5.805690440364719e-07,8.315736295116949e-07,0.3500504493713379
ewc,10.0,1.0,0.05,3,-0.00038542361866689134,0.0,0.0003858022391796112,3.7862051271986275e-07,2.8224044967828377e-07,3.514245502119484e-07,5.029704652770306e-07,0.3240067958831787
ewc,10.0,1.0,0.05,4,-0.000513287605883761,0.0,0.0005137648549862206,4.772491024596093e-07,3.517556024235091e-07,7.673907075617937e-07,1.0859679377972498e-06,0.31658029556274414
ewc,100.0,1.0,0.05,0,-0.0005198202777592087,0.0,0.0005207724752835929,9.521975243842462e-07,8.167661462721298e-07,6.624510206658218e-06,9.448182936466765e-06,0.367931604385376
ewc,100.0,1.0,0.05,1,-0.0004453341563248614,0.0,0.00044594259816221893,6.084418373575318e-07,5.325373422238044e-07,5.101752996507281e-06,7.192076736828312e-06,0.35274720191955566
ewc,100.0,1.0,0.05,2,-0.00048414168981025796,0.0,0.00048498500837013125,8.433185598732962e-07,7.218653195195657e-07,5.711759357529323e-06,8.146726031554863e-06,0.35062503814697266
ewc,100.0,1.0,0.05,3,-0.00038525765387475985,0.0,0.0003858022391796112,5.445853048513527e-07,4.569159841594228e-07,3.4696781736649475e-06,4.9500190471007954e-06,0.3510894775390625
ewc,100.0,1.0,0.05,4,-0.0005129360312707831,0.0,0.0005137648549862206,8.288237154374656e-07,7.443209710800147e-07,7.520784358347354e-06,1.059075839293655e-05,0.4323558807373047
none,0.0,1.0,0.1,0,-2.210351225781851e-06,0.0,2.210364755228511e-06,1.3529446660220934e-11,7.825152852081185e-12,0.0,0.0,0.3178873062133789
none,0.0,1.0,0.1,1,-1.4290063316303725e-06,0.0,1.4290112630988006e-06,4.931468428059915e-12,3.0275309169380815e-12,0.0,0.0,0.27724695205688477
none,0.0,1.0,0.1,2,-1.6562247166940908e-06,0.0,1.656234076108376e-06,9.359414285259327e-12,5.736344559081896e-12,0.0,0.0,0.26957011222839355
none,0.0,1.0,0.1,3,-1.1529118104699337e-06,0.0,1.152915842794755e-06,4.032324821268141e-12,2.5263168293432336e-12,0.0,0.0,0.2700340747833252
none,0.0,1.0,0.1,4,-1.7252393027951916e-06,0.0,1.725245624584204e-06,6.321789012414536e-12,3.829298423491112e-12,0.0,0.0,0.2579829692840576
l2,0.0,1.0,0.1,0,-2.210351225781851e-06,0.0,2.210364755228511e-06,1.3529446660220934e-11,7.825152852081185e-12,0.0,0.0,0.24681448936462402
l2,0.0,1.0,0.1,1,-1.4290063316303725e-06,0.0,1.4290112630988006e-06,4.931468428059915e-12,3.0275309169380815e-12,0.0,0.0,0.29008054733276367
l2,0.0,1.0,0.1,2,-1.6562247166940908e-06,0.0,1.656234076108376e-06,9.359414285259327e-12,5.736344559081896e-12,0.0,0.0,0.32109570503234863
l2,0.0,1.0,0.1,3,-1.1529118104699337e-06,0.0,1.152915842794755e-06,4.032324821268141e-12,2.5263168293432336e-12,0.0,0.0,0.3275032043457031
l2,0.0,1.0,0.1,4,-1.7252393027951916e-06,0.0,1.725245624584204e-06,6.321789012414536e-12,3.829298423491112e-12,0.0,0.0,0.31430983543395996
l2,0.01,1.0,0.1,0,-2.2026167822986054e-06,0.0,2.210364755228511e-06,7.7479729299057e-09,1.1236577890372246e-08,1.6483001157280297e-07,1.9570695997117582e-07,0.4110143184661865
l2,0.01,1.0,0.1,1,-1.4244657404738348e-06,0.0,1.4290112630988006e-06,4.54552262496577e-09,6.622621562257791e-09,1.0201972977469386e-07,1.2034033147756418e-07,0.3135542869567871
l2,0.01,1.0,0.1,2,-1.6504288922192245e-06,0.0,1.656234076108376e-06,5.805183889151522e-09,8.037750909295482e-09,1.1759955432165403e-07,1.3964464073978888e-07,0.36630797386169434
l2,0.01,1.0,0.1,3,-1.149101840347555e-06,0.0,1.152915842794755e-06,3.814002447199982e-09,5.375610623303828e-09,8.125909275265298e-08,9.608407225414339e-08,0.33914780616760254
l2,0.01,1.0,0.1,4,-1.719875867056686e-06,0.0,1.725245624584204e-06,5.369757527518004e-09,7.911514110503504e-09,1.2418103697833805e-07,1.4607999787585868e-07,0.3343029022216797
l2,0.1,1.0,0.1,0,-1.9099481960438425e-06,0.0,2.210364755228511e-06,3.004165591846686e-07,4.89248691337707e-07,8.290243281732223e-07,9.220916581398342e-07,0.3172018527984619
l2,0.1,1.0,0.1,1,-1.2449911679368597e-06,0.0,1.4290112630988006e-06,1.8402009516194084e-07,2.968031935779436e-07,5.213890961687229e-07,5.785677785752341e-07,0.3414325714111328
l2,0.1,1.0,0.1,2,-1.4312389708948103e-06,0.0,1.656234076108376e-06,2.249951052135657e-07,3.4853096053666377e-07,5.926964067376473e-07,6.58913620554813e-07,0.3958265781402588
l2,0.1,1.0,0.1,3,-1.000828689257105e-06,0.0,1.152915842794755e-06,1.5208715353765e-07,2.3806416038496536e-07,4.1315651388951216e-07,4.587497812735819e-07,0.435640811920166
l2,0.1,1.0,0.1,4,-1.5071653649556538e-06,0.0,1.725245624584204e-06,2.1808025962855027e-07,3.5766012729254726e-07,6.399963803892517e-07,7.093047429407306e-07,0.4088268280029297
l2,1.0,1.0,0.1,0,-6.455584298237227e-07,0.0,2.210364755228511e-06,1.5648063254047884e-06,2.9072564302623505e-06,5.870227018238694e-07,6.014455493641435e-07,0.42251014709472656
l2,1.0,1.0,0.1,1,-4.288789341444499e-07,0.0,1.4290112630988006e-06,1.0001323289543507e-06,1.822462877498765e-06,3.7916879090627023e-07,3.884312889113062e-07,0.37490367889404297
l2,1.0,1.0,0.1,2,-4.852998927162844e-07,0.0,1.656234076108376e-06,1.1709341833920917e-06,2.0789029804291204e-06,4.251336486902346e-07,4.355368616870692e-07,0.40915560722351074
l2,1.0,1.0,0.1,3,-3.4210239618914784e-07,0.0,1.152915842794755e-06,8.108134466056072e-07,1.446114538339316e-06,2.9917374457077985e-07,3.064834288579732e-07,0.5327346324920654
l2,1.0,1.0,0.1,4,-5.237600362306694e-07,0.0,1.725245624584204e-06,1.2014855883535347e-06,2.234006387880072e-06,4.713848014645805e-07,4.82883251606836e-07,0.4131941795349121
l2,10.0,1.0,0.1,0,-8.324832379003055e-08,0.0,2.210364755228511e-06,2.1271164314384805e-06,4.070723662152886e-06,8.628134821719869e-08,8.644676086078107e-08,0.43156933784484863
l2,10.0,1.0,0.1,1,-5.565971150645055e-08,0.0,1.4290112630988006e-06,1.37335155159235e-06,2.5753186037036357e-06,5.625827798638738e-08,5.636572453227018e-08,0.4431626796722412
l2,10.0,1.0,0.1,2,-6.274990482779685e-08,0.0,1.656234076108376e-06,1.5934841712805792e-06,2.9226359856693307e-06,6.29355531600595e-08,6.305624822289246e-08,0.48354578018188477
l2,10.0,1.0,0.1,3,-4.4307967073109467e-08,0.0,1.152915842794755e-06,1.1086078757216455e-06,2.040075059994706e-06,4.4364101938754176e-08,4.4449315339534223e-08,0.42993712425231934
l2,10.0,1.0,0.1,4,-6.811808361817384e-08,0.0,1.725245624584204e-06,1.6571275409660302e-06,3.1703439162811264e-06,7.006365281370108e-08,7.019800563057288e-08,0.47269368171691895
l2,100.0,1.0,0.1,0,inf,0.0,2.210364755228511e-06,inf,inf,,,0.17955780029296875
l2,100.0,1.0,0.1,1,inf,0.0,1.4290112630988006e-06,inf,inf,,,0.20567798614501953
l2,100.0,1.0,0.1,2,inf,0.0,1.656234076108376e-06,inf,inf,,,0.17894959449768066
l2,100.0,1.0,0.1,3,inf,0.0,1.152915842794755e-06,inf,inf,,,0.16046619415283203
l2,100.0,1.0,0.1,4,inf,0.0,1.725245624584204e-06,inf,inf,,,0.21697258949279785
ewc,0.0,1.0,0.1,0,-2.210351225781851e-06,0.0,2.210364755228511e-06,1.3529446660220934e-11,7.825152852081185e-12,0.0,0.0,0.42461705207824707
ewc,0.0,1.0,0.1,1,-1.4290063316303725e-06,0.0,1.4290112630988006e-06,4.931468428059915e-12,3.0275309169380815e-12,0.0,0.0,0.35451579093933105
ewc,0.0,1.0,0.1,2,-1.6562247166940908e-06,0.0,1.656234076108376e-06,9.359414285259327e-12,5.736344559081896e-12,0.0,0.0,0.3090653419494629
ewc,0.0,1.0,0.1,3,-1.1529118104699337e-06,0.0,1.152915842794755e-06,4.032324821268141e-12,2.5263168293432336e-12,0.0,0.0,0.3090946674346924
ewc,0.0,1.0,0.1,4,-1.7252393027951916e-06,0.0,1.725245624584204e-06,6.321789012414536e-12,3.829298423491112e-12,0.0,0.0,0.3133375644683838
ewc,0.01,1.0,0.1,0,-2.210351232562885e-06,0.0,2.210364755228511e-06,1.352266562615334e-11,7.822982713012738e-12,1.832191578655565e-14,2.2045790892691666e-14,0.3786904811859131
ewc,0.01,1.0,0.1,1,-1.429006332033262e-06,0.0,1.4290112630988006e-06,4.93106553853262e-12,3.0272535780223597e-12,8.293045421209465e-15,9.900907981116262e-15,0.36270737648010254
ewc,0.01,1.0,0.1,2,-1.6562247143331321e-06,0.0,1.656234076108376e-06,9.361775243910131e-12,5.7387167934352945e-12,1.061141764398111e-14,1.2786656905820412e-14,0.40424251556396484
ewc,0.01,1.0,0.1,3,-1.1529118113264535e-06,0.0,1.152915842794755e-06,4.031468301551877e-12,2.5257148802970697e-12,4.754007292212152e-15,5.687813535318418e-15,0.3670215606689453
ewc,0.01,1.0,0.1,4,-1.7252393029773376e-06,0.0,1.725245624584204e-06,6.321606866449558e-12,3.8284375669661586e-12,1.2923782733998061e-14,1.536829305037301e-14,0.31958723068237305
ewc,0.1,1.0,0.1,0,-2.2103512309044893e-06,0.0,2.210364755228511e-06,1.3524324021796374e-11,7.824157988167713e-12,1.8321908263638482e-13,2.2045786149307162e-13,0.3800179958343506
ewc,0.1,1.0,0.1,1,-1.429006331378404e-06,0.0,1.4290112630988006e-06,4.931720396644801e-12,3.0257896882490698e-12,8.293046727244107e-14,9.900912555094177e-14,0.37929749488830566
ewc,0.1,1.0,0.1,2,-1.6562247143261932e-06,0.0,1.656234076108376e-06,9.361782182804035e-12,5.738634827751055e-12,1.0611418108103052e-13,1.278665758344677e-13,0.3567817211151123
ewc,0.1,1.0,0.1,3,-1.1529118078678485e-06,0.0,1.152915842794755e-06,4.034926906482106e-12,2.5292153354311564e-12,4.7540080416779056e-14,5.687813365911829e-14,0.3586690425872803
ewc,0.1,1.0,0.1,4,-1.7252392999511125e-06,0.0,1.725245624584204e-06,6.3246330915534e-12,3.830776407892644e-12,1.292378199866163e-13,1.536828661292261e-13,0.4107344150543213
ewc,1.0,1.0,0.1,0,-2.210351222005358e-06,0.0,2.210364755228511e-06,1.3533223153228136e-11,7.830054313262558e-12,1.832189040935736e-12,2.2045759315303393e-12,0.375995397567749
ewc,1.0,1.0,0.1,1,-1.4290063282290134e-06,0.0,1.4290112630988006e-06,4.934869787115437e-12,3.0296941171126246e-12,8.293039361096859e-13,9.900907134083314e-13,0.36508846282958984
ewc,1.0,1.0,0.1,2,-1.6562247155613163e-06,0.0,1.656234076108376e-06,9.36054705968914e-12,5.736271267015036e-12,1.0611406957353303e-12,1.278664890982939e-12,0.37517213821411133
ewc,1.0,1.0,0.1,3,-1.1529118112327784e-06,0.0,1.152915842794755e-06,4.03156197661958e-12,2.5271325830578117e-12,4.754005864897993e-13,5.687808622527324e-13,0.35585999488830566
ewc,1.0,1.0,0.1,4,-1.7252392991509713e-06,0.0,1.725245624584204e-06,6.325433232756694e-12,3.8318788246616275e-12,1.2923769756461885e-12,1.5368273060395454e-12,0.3913576602935791
ewc,10.0,1.0,0.1,0,-2.2103511853914168e-06,0.0,2.210364755228511e-06,1.356983709427384e-11,7.858281733663652e-12,1.83217004007091e-11,2.2045492167888092e-11,0.35834383964538574
ewc,10.0,1.0,0.1,1,-1.4290063199721634e-06,0.0,1.4290112630988006e-06,4.943126637180217e-12,3.0374420426776405e-12,8.292978262684537e-12,9.900823216835164e-12,0.3604261875152588
ewc,10.0,1.0,0.1,2,-1.6562246921945911e-06,0.0,1.656234076108376e-06,9.383913784910547e-12,5.755931755530019e-12,1.0611313817988411e-11,1.2786512300355657e-11,0.35011959075927734
ewc,10.0,1.0,0.1,3,-1.1529118020044832e-06,0.0,1.152915842794755e-06,4.0407902718309074e-12,2.5343199760996526e-12,4.7539806078811065e-12,5.6877770722441046e-12,0.3670670986175537
ewc,10.0,1.0,0.1,4,-1.7252392812863553e-06,0.0,1.725245624584204e-06,6.343297848793172e-12,3.846226288850563e-12,1.2923653682962297e-11,1.536812864466608e-11,0.39848828315734863
ewc,100.0,1.0,0.1,0,-2.2103508198114546e-06,0.0,2.210364755228511e-06,1.3935417056409882e-11,8.182498081876766e-12,1.8319803606028278e-10,2.2042875857941624e-10,0.43950390815734863
ewc,100.0,1.0,0.1,1,-1.4290061952615916e-06,0.0,1.4290112630988006e-06,5.067837208910797e-12,3.1468200441253646e-12,8.292362279594501e-11,9.899989161787914e-11,0.40082263946533203
