hidden_width,activation,similarity,learning_rate,init_scale,seed,forgetting,forward_transfer,loss_t1_after_t1,loss_t1_after_t2,loss_t2_after_t2,flr_after_t1,flr_after_t2,flr_w1_after_t1,flr_w2_after_t1,ntk_alignment_after_t1,ntk_alignment_after_t2,regime_after_t1,regime_after_t2,w1_change_t1,w2_change_t1,w1_change_t2,w2_change_t2,overparameterization,total_params
32,relu,0.0,0.01,0.5,1,0.3705621659755707,-0.3502441942691803,0.3415343463420868,0.7120965123176575,0.3111293911933899,0.01563483476638794,0.022780179977416992,0.13980460166931152,0.5594505667686462,0.9943304061889648,0.9931028485298157,lazy,lazy,0.3934616446495056,0.6493654847145081,0.357854425907135,1.004029393196106,6.4,1760
32,relu,0.0,0.01,0.5,2,0.1150788962841034,0.056320250034332275,0.3228912353515625,0.4379701316356659,0.3245218098163605,0.014779984951019287,0.026346921920776367,0.13432899117469788,0.8068742752075195,0.9942340850830078,0.989483118057251,lazy,lazy,0.3704198896884918,0.8720535039901733,0.34810394048690796,0.5720829963684082,6.4,1760
32,relu,0.0,0.01,1.0,0,0.370572030544281,0.9759633541107178,0.2677609324455261,0.6383329629898071,0.28732118010520935,0.010811030864715576,0.017949998378753662,0.12104364484548569,0.3564382791519165,0.9974372386932373,0.994849681854248,lazy,lazy,0.6759037971496582,0.8820459246635437,0.5526155233383179,0.7369289398193359,6.4,1760
32,relu,0.0,0.01,1.0,1,0.5202357172966003,-0.26932477951049805,0.3569372296333313,0.8771729469299316,0.29733628034591675,0.012592434883117676,0.018665969371795654,0.133416548371315,0.3759717047214508,0.9970709681510925,0.9958233833312988,lazy,lazy,0.7509666681289673,0.8727957606315613,0.5259568691253662,0.8549376726150513,6.4,1760
32,relu,0.0,0.01,1.0,2,0.18020296096801758,0.46735233068466187,0.3310289978981018,0.5112319588661194,0.3194044530391693,0.011300206184387207,0.018994927406311035,0.11801882833242416,0.4627087414264679,0.9972783923149109,0.995822548866272,lazy,lazy,0.6508873701095581,1.0001726150512695,0.4713522791862488,0.6304879188537598,6.4,1760
32,relu,0.0,0.01,2.0,0,0.29832780361175537,14.493277668952942,0.5510490536689758,0.8493768572807312,0.3864395320415497,0.018730521202087402,0.022457480430603027,0.17071275413036346,0.5595472455024719,0.9956337809562683,0.9947093725204468,lazy,lazy,1.9065089225769043,2.7693231105804443,0.632418692111969,0.9495066404342651,6.4,1760
32,relu,0.0,0.01,2.0,1,0.42982423305511475,5.595560073852539,0.5794718265533447,1.0092960596084595,0.36926114559173584,0.01848316192626953,0.022553622722625732,0.17048001289367676,0.5546346306800842,0.9959830641746521,0.9951025247573853,lazy,lazy,1.919174313545227,2.5751020908355713,0.6329920887947083,0.9633457064628601,6.4,1760
32,relu,0.0,0.01,2.0,2,0.12373584508895874,7.496340453624725,0.5108923316001892,0.634628176689148,0.365436851978302,0.016979336738586426,0.021744072437286377,0.15021783113479614,0.6237164735794067,0.9964401721954346,0.9954619407653809,lazy,lazy,1.6569372415542603,2.6964008808135986,0.5072188973426819,0.9143787026405334,6.4,1760
32,relu,0.0,0.1,0.5,0,0.7456599324941635,-0.11396974325180054,0.10208715498447418,0.8477470874786377,0.10096988826990128,0.2733542323112488,0.43447262048721313,0.6405144929885864,0.9833894968032837,0.9125537872314453,0.8334705233573914,rich,rich,1.7883061170578003,1.2167530059814453,2.386754274368286,1.5612953901290894,6.4,1760
32,relu,0.0,0.1,0.5,1,1.0259885415434837,-0.6751556098461151,0.10641590505838394,1.1324044466018677,0.10602046549320221,0.39908838272094727,0.44521915912628174,0.7671217322349548,1.2790518999099731,0.8390365242958069,0.8259654641151428,rich,rich,2.158963203430176,1.4846210479736328,2.56877064704895,1.695197343826294,6.4,1760
32,relu,0.0,0.1,0.5,2,0.5766015201807022,-0.21860063076019287,0.09606574475765228,0.6726672649383545,0.10582529008388519,0.3979877829551697,0.44125157594680786,0.7317901849746704,1.4809750318527222,0.837891697883606,0.8430227637290955,rich,rich,2.017953395843506,1.6006081104278564,2.4800288677215576,1.4265432357788086,6.4,1760
32,relu,0.0,0.1,1.0,0,0.7093122005462646,0.9248796701431274,0.12079495191574097,0.8301071524620056,0.12867853045463562,0.09216010570526123,0.175942063331604,0.38383790850639343,0.6249635219573975,0.9773643016815186,0.9364650249481201,lazy,rich,2.143338441848755,1.5465413331985474,2.0551235675811768,1.6091495752334595,6.4,1760
32,relu,0.0,0.1,1.0,1,0.9580387473106384,-0.3824886083602905,0.1296817660331726,1.087720513343811,0.12962593138217926,0.13977080583572388,0.19692778587341309,0.4481053352355957,0.6936327815055847,0.956011950969696,0.9283878207206726,rich,rich,2.5222671031951904,1.6102268695831299,2.2358715534210205,1.6726999282836914,6.4,1760
32,relu,0.0,0.1,1.0,2,0.554711788892746,0.34163498878479004,0.11790117621421814,0.6726129651069641,0.12720900774002075,0.14691579341888428,0.1926237940788269,0.4386104643344879,0.7934073209762573,0.9516157507896423,0.9450298547744751,rich,rich,2.4189870357513428,1.714997410774231,2.0511257648468018,1.643776297569275,6.4,1760
32,relu,0.0,0.1,2.0,0,0.6156535148620605,14.802391588687897,0.15309035778045654,0.7687438726425171,0.17300833761692047,0.04179471731185913,0.060396552085876465,0.27732589840888977,0.8792113661766052,0.9903778433799744,0.9831624031066895,lazy,lazy,3.0971577167510986,4.35141134262085,1.5112789869308472,1.232759714126587,6.4,1760
32,relu,0.0,0.1,2.0,1,0.8584093302488327,5.85572612285614,0.17797048389911652,1.0363798141479492,0.18272271752357483,0.05027449131011963,0.06182873249053955,0.2986364960670471,0.8652430176734924,0.987848162651062,0.9838986396789551,lazy,lazy,3.3618927001953125,4.017219543457031,1.6344228982925415,1.377306342124939,6.4,1760
32,relu,0.0,0.1,2.0,2,0.4767582267522812,7.709018588066101,0.1718086153268814,0.6485668420791626,0.17093512415885925,0.05107760429382324,0.06684726476669312,0.27513957023620605,0.9186933636665344,0.9877156019210815,0.9842490553855896,lazy,lazy,3.0348525047302246,3.97162127494812,1.4816001653671265,1.2656590938568115,6.4,1760
32,relu,0.25,0.001,0.5,0,0.03823179006576538,0.05609774589538574,0.3372364044189453,0.3754681944847107,0.5996214747428894,0.00020360946655273438,0.0005626678466796875,0.014441797509789467,0.08466102927923203,0.9999301433563232,0.9998048543930054,lazy,lazy,0.040321264415979385,0.10475153475999832,0.04715505614876747,0.15048694610595703,6.4,1760
32,relu,0.25,0.001,0.5,1,0.04448199272155762,-0.07251030206680298,0.5039308667182922,0.5484128594398499,0.4192134737968445,0.0001958012580871582,0.00033408403396606445,0.015151718631386757,0.09841088950634003,0.9999518394470215,0.9999223947525024,lazy,lazy,0.04264251887798309,0.11422748863697052,0.03678175061941147,0.09811825305223465,6.4,1760
32,relu,0.25,0.001,0.5,2,-0.06457763910293579,0.09429091215133667,0.6026465892791748,0.538068950176239,0.45928797125816345,0.0002257823944091797,0.0005789995193481445,0.015597520396113396,0.1448899656534195,0.9999391436576843,0.9998452067375183,lazy,lazy,0.04301105812191963,0.1565941572189331,0.03882851079106331,0.11825618147850037,6.4,1760
32,relu,0.25,0.001,1.0,0,-0.03999441862106323,0.5950896739959717,0.5883405208587646,0.5483461022377014,0.696869969367981,0.0005587935447692871,0.0015101432800292969,0.023328116163611412,0.1297994703054428,0.99982088804245,0.9995288848876953,lazy,lazy,0.13026344776153564,0.3212031424045563,0.11378759890794754,0.3301318287849426,6.4,1760
32,relu,0.25,0.001,1.0,1,0.0604519248008728,-0.06799018383026123,0.7339304089546204,0.7943823337554932,0.5994147062301636,0.0003611445426940918,0.0008455514907836914,0.020621197298169136,0.11919483542442322,0.9999116659164429,0.9998064041137695,lazy,lazy,0.11607129126787186,0.2767036557197571,0.09373793005943298,0.2058248072862625,6.4,1760
32,relu,0.25,0.001,1.0,2,-0.09438639879226685,0.46336477994918823,0.7582449316978455,0.6638585329055786,0.5860759615898132,0.000361025333404541,0.0009090900421142578,0.019688259810209274,0.1608615666627884,0.9999068975448608,0.9997805953025818,lazy,lazy,0.1085830107331276,0.3477118909358978,0.08630718290805817,0.209353506565094,6.4,1760
32,relu,0.25,0.001,2.0,0,-0.7333133220672607,11.810014009475708,3.1295666694641113,2.3962533473968506,2.1506614685058594,0.003063499927520752,0.00609433650970459,0.05617076903581619,0.2732769548892975,0.9991474151611328,0.9984301328659058,lazy,lazy,0.6273115277290344,1.3525080680847168,0.3475560247898102,0.5266110301017761,6.4,1760
32,relu,0.25,0.001,2.0,1,-0.7911925315856934,3.487269401550293,3.181881904602051,2.3906893730163574,2.225508213043213,0.0018938779830932617,0.004590630531311035,0.047994453459978104,0.19974175095558167,0.9995594620704651,0.998956561088562,lazy,lazy,0.5402963161468506,0.9273769855499268,0.34730520844459534,0.5105871558189392,6.4,1760
32,relu,0.25,0.001,2.0,2,-0.6416506767272949,5.612760066986084,2.9371652603149414,2.2955145835876465,2.049992084503174,0.0015947222709655762,0.003865540027618408,0.042105838656425476,0.23354163765907288,0.9996297359466553,0.9991664886474609,lazy,lazy,0.4644370675086975,1.009628415107727,0.2972192168235779,0.4678513705730438,6.4,1760
32,relu,0.25,0.01,0.5,0,0.21096323430538177,0.0951961874961853,0.2241683155298233,0.4351315498352051,0.30222561955451965,0.0117112398147583,0.02824193239212036,0.12004911154508591,0.46710342168807983,0.995844841003418,0.9846853017807007,lazy,lazy,0.33517518639564514,0.5779495239257812,0.4204481244087219,0.7847809195518494,6.4,1760
32,relu,0.25,0.01,0.5,1,0.2898723781108856,-0.2804826498031616,0.3415343463420868,0.6314067244529724,0.30756837129592896,0.01563483476638794,0.02407240867614746,0.13980460166931152,0.5594505667686462,0.9943304061889648,0.9923129677772522,lazy,lazy,0.3934616446495056,0.6493654847145081,0.3427984416484833,0.8836749196052551,6.4,1760
32,relu,0.25,0.01,0.5,2,0.08234113454818726,0.1798630654811859,0.3228912353515625,0.40523236989974976,0.3213692903518677,0.014779984951019287,0.03119337558746338,0.13432899117469788,0.8068742752075195,0.9942340850830078,0.9847625494003296,lazy,lazy,0.3704198896884918,0.8720535039901733,0.3716199994087219,0.5037001967430115,6.4,1760
32,relu,0.25,0.01,1.0,0,0.29661238193511963,0.981610119342804,0.2677609324455261,0.5643733143806458,0.285241037607193,0.010811030864715576,0.0186537504196167,0.12104364484548569,0.3564382791519165,0.9974372386932373,0.9945168495178223,lazy,lazy,0.6759037971496582,0.8820459246635437,0.5528751015663147,0.6803209781646729,6.4,1760
32,relu,0.25,0.01,1.0,1,0.4033852219581604,-0.14740270376205444,0.3569372296333313,0.7603224515914917,0.2958162724971771,0.012592434883117676,0.019076645374298096,0.133416548371315,0.3759717047214508,0.9970709681510925,0.9957097172737122,lazy,lazy,0.7509666681289673,0.8727957606315613,0.5081759095191956,0.7863819599151611,6.4,1760
32,relu,0.25,0.01,1.0,2,0.13800457119941711,0.6440359950065613,0.3310289978981018,0.4690335690975189,0.31458792090415955,0.011300206184387207,0.01940697431564331,0.11801882833242416,0.4627087414264679,0.9972783923149109,0.9954431056976318,lazy,lazy,0.6508873701095581,1.0001726150512695,0.48246002197265625,0.5894260406494141,6.4,1760
32,relu,0.25,0.01,2.0,0,0.21877914667129517,14.280844330787659,0.5510490536689758,0.769828200340271,0.385343998670578,0.018730521202087402,0.022669196128845215,0.17071275413036346,0.5595472455024719,0.9956337809562683,0.9946832656860352,lazy,lazy,1.9065089225769043,2.7693231105804443,0.6352872252464294,0.9284706115722656,6.4,1760
32,relu,0.25,0.01,2.0,1,0.3089445233345032,5.857222318649292,0.5794718265533447,0.8884163498878479,0.37587589025497437,0.01848316192626953,0.022607922554016113,0.17048001289367676,0.5546346306800842,0.9959830641746521,0.9950633645057678,lazy,lazy,1.919174313545227,2.5751020908355713,0.6135920286178589,0.9260337948799133,6.4,1760
32,relu,0.25,0.01,2.0,2,0.09137940406799316,7.766222298145294,0.5108923316001892,0.6022717356681824,0.358722448348999,0.016979336738586426,0.021713972091674805,0.15021783113479614,0.6237164735794067,0.9964401721954346,0.9954501390457153,lazy,lazy,1.6569372415542603,2.6964008808135986,0.5122994184494019,0.9024683833122253,6.4,1760
32,relu,0.25,0.1,0.5,0,0.6649046987295151,-0.029573142528533936,0.10208715498447418,0.7669918537139893,0.09342959523200989,0.2733542323112488,0.4445446729660034,0.6405144929885864,0.9833894968032837,0.9125537872314453,0.8273119926452637,rich,rich,1.7883061170578003,1.2167530059814453,2.299473524093628,1.49659264087677,6.4,1760
32,relu,0.25,0.1,0.5,1,0.8601569160819054,-0.54692143201828,0.10641590505838394,0.9665728211402893,0.10591606795787811,0.39908838272094727,0.4423661231994629,0.7671217322349548,1.2790518999099731,0.8390365242958069,0.8335698246955872,rich,rich,2.158963203430176,1.4846210479736328,2.494899034500122,1.5356194972991943,6.4,1760
32,relu,0.25,0.1,0.5,2,0.5335742384195328,-0.05394929647445679,0.09606574475765228,0.6296399831771851,0.0985923483967781,0.3979877829551697,0.44196516275405884,0.7317901849746704,1.4809750318527222,0.837891697883606,0.8407802581787109,rich,rich,2.017953395843506,1.6006081104278564,2.480311870574951,1.3754653930664062,6.4,1760
32,relu,0.25,0.1,1.0,0,0.6313416957855225,0.9528903365135193,0.12079495191574097,0.7521366477012634,0.1170797199010849,0.09216010570526123,0.18156397342681885,0.38383790850639343,0.6249635219573975,0.9773643016815186,0.9361718893051147,lazy,rich,2.143338441848755,1.5465413331985474,2.034829616546631,1.5323222875595093,6.4,1760
32,relu,0.25,0.1,1.0,1,0.7941434979438782,-0.22427743673324585,0.1296817660331726,0.9238252639770508,0.13350634276866913,0.13977080583572388,0.19437474012374878,0.4481053352355957,0.6936327815055847,0.956011950969696,0.9327749609947205,rich,rich,2.5222671031951904,1.6102268695831299,2.2132866382598877,1.4990581274032593,6.4,1760
32,relu,0.25,0.1,1.0,2,0.502608448266983,0.5253531336784363,0.11790117621421814,0.6205096244812012,0.12374857813119888,0.14691579341888428,0.19103789329528809,0.4386104643344879,0.7934073209762573,0.9516157507896423,0.9418054223060608,rich,rich,2.4189870357513428,1.714997410774231,2.0739612579345703,1.5977197885513306,6.4,1760
32,relu,0.25,0.1,2.0,0,0.5381960868835449,14.613796472549438,0.15309035778045654,0.6912864446640015,0.16440455615520477,0.04179471731185913,0.06161743402481079,0.27732589840888977,0.8792113661766052,0.9903778433799744,0.9826521873474121,lazy,lazy,3.0971577167510986,4.35141134262085,1.5439963340759277,1.1608701944351196,6.4,1760
32,relu,0.25,0.1,2.0,1,0.6897249668836594,6.133372485637665,0.17797048389911652,0.8676954507827759,0.18991628289222717,0.05027449131011963,0.062204062938690186,0.2986364960670471,0.8652430176734924,0.987848162651062,0.9839744567871094,lazy,lazy,3.3618927001953125,4.017219543457031,1.6003375053405762,1.2403842210769653,6.4,1760
32,relu,0.25,0.1,2.0,2,0.43408410251140594,7.967068910598755,0.1718086153268814,0.6058927178382874,0.17212188243865967,0.05107760429382324,0.06732666492462158,0.27513957023620605,0.9186933636665344,0.9877156019210815,0.9832172393798828,lazy,lazy,3.0348525047302246,3.97162127494812,1.5233668088912964,1.2295160293579102,6.4,1760
32,relu,0.5,0.001,0.5,0,0.028359413146972656,0.04992395639419556,0.3372364044189453,0.36559581756591797,0.5813670754432678,0.00020360946655273438,0.0006555914878845215,0.014441797509789467,0.08466102927923203,0.9999301433563232,0.9997748732566833,lazy,lazy,0.040321264415979385,0.10475153475999832,0.046917982399463654,0.14560067653656006,6.4,1760
32,relu,0.5,0.001,0.5,1,0.030271589756011963,-0.048408061265945435,0.5039308667182922,0.5342024564743042,0.396137535572052,0.0001958012580871582,0.00039649009704589844,0.015151718631386757,0.09841088950634003,0.9999518394470215,0.9999075531959534,lazy,lazy,0.04264251887798309,0.11422748863697052,0.03575194627046585,0.07034272700548172,6.4,1760
32,relu,0.5,0.001,0.5,2,-0.07620376348495483,0.11056113243103027,0.6026465892791748,0.52644282579422,0.4769808053970337,0.0002257823944091797,0.0006595253944396973,0.015597520396113396,0.1448899656534195,0.9999391436576843,0.9998248219490051,lazy,lazy,0.04301105812191963,0.1565941572189331,0.040807195007801056,0.13477294147014618,6.4,1760
32,relu,0.5,0.001,1.0,0,-0.06092560291290283,0.5611717700958252,0.5883405208587646,0.5274149179458618,0.6814070343971252,0.0005587935447692871,0.001537024974822998,0.023328116163611412,0.1297994703054428,0.99982088804245,0.9995272755622864,lazy,lazy,0.13026344776153564,0.3212031424045563,0.11169306188821793,0.3081366717815399,6.4,1760
32,relu,0.5,0.001,1.0,1,0.009201347827911377,0.020339608192443848,0.7339304089546204,0.7431317567825317,0.6040016412734985,0.0003611445426940918,0.0009037256240844727,0.020621197298169136,0.11919483542442322,0.9999116659164429,0.9997934103012085,lazy,lazy,0.11607129126787186,0.2767036557197571,0.0932539626955986,0.1662762463092804,6.4,1760
32,relu,0.5,0.001,1.0,2,-0.1165117621421814,0.5305344462394714,0.7582449316978455,0.6417331695556641,0.5711451172828674,0.000361025333404541,0.0009607076644897461,0.019688259810209274,0.1608615666627884,0.9999068975448608,0.9997687935829163,lazy,lazy,0.1085830107331276,0.3477118909358978,0.08704233169555664,0.22189536690711975,6.4,1760
32,relu,0.5,0.001,2.0,0,-0.8043484687805176,11.495635747909546,3.1295666694641113,2.3252182006835938,2.1657373905181885,0.003063499927520752,0.006093263626098633,0.05617076903581619,0.2732769548892975,0.9991474151611328,0.998437762260437,lazy,lazy,0.6273115277290344,1.3525080680847168,0.347446471452713,0.507151186466217,6.4,1760
32,relu,0.5,0.001,2.0,1,-0.9245352745056152,3.8091306686401367,3.181881904602051,2.2573466300964355,2.2566606998443604,0.0018938779830932617,0.0046263933181762695,0.047994453459978104,0.19974175095558167,0.9995594620704651,0.9989494681358337,lazy,lazy,0.5402963161468506,0.9273769855499268,0.34794881939888,0.48931968212127686,6.4,1760
32,relu,0.5,0.001,2.0,2,-0.6678524017333984,5.813527584075928,2.9371652603149414,2.269312858581543,2.0089683532714844,0.0015947222709655762,0.003873109817504883,0.042105838656425476,0.23354163765907288,0.9996297359466553,0.9991655349731445,lazy,lazy,0.4644370675086975,1.009628415107727,0.2957553565502167,0.46370166540145874,6.4,1760
32,relu,0.5,0.01,0.5,0,0.151441290974617,0.1368955373764038,0.2241683155298233,0.3756096065044403,0.2911602556705475,0.0117112398147583,0.034189045429229736,0.12004911154508591,0.46710342168807983,0.995844841003418,0.9813488721847534,lazy,lazy,0.33517518639564514,0.5779495239257812,0.41966089606285095,0.6892160773277283,6.4,1760
32,relu,0.5,0.01,0.5,1,0.1836702525615692,-0.17711764574050903,0.3415343463420868,0.525204598903656,0.301914781332016,0.01563483476638794,0.029254376888275146,0.13980460166931152,0.5594505667686462,0.9943304061889648,0.9900504350662231,lazy,lazy,0.3934616446495056,0.6493654847145081,0.334850937128067,0.7106168866157532,6.4,1760
32,relu,0.5,0.01,0.5,2,0.05255594849586487,0.2879273593425751,0.3228912353515625,0.37544718384742737,0.30187079310417175,0.014779984951019287,0.03803563117980957,0.13432899117469788,0.8068742752075195,0.9942340850830078,0.9795915484428406,lazy,lazy,0.3704198896884918,0.8720535039901733,0.3899356722831726,0.4586763083934784,6.4,1760
32,relu,0.5,0.01,1.0,0,0.2083244025707245,0.9689258337020874,0.2677609324455261,0.4760853350162506,0.28052982687950134,0.010811030864715576,0.02025657892227173,0.12104364484548569,0.3564382791519165,0.9974372386932373,0.9940982460975647,lazy,lazy,0.6759037971496582,0.8820459246635437,0.5397602915763855,0.6078099608421326,6.4,1760
32,relu,0.5,0.01,1.0,1,0.24596577882766724,0.04071378707885742,0.3569372296333313,0.6029030084609985,0.2874494194984436,0.012592434883117676,0.020688652992248535,0.133416548371315,0.3759717047214508,0.9970709681510925,0.9953078031539917,lazy,lazy,0.7509666681289673,0.8727957606315613,0.4842737317085266,0.6818023324012756,6.4,1760
32,relu,0.5,0.01,1.0,2,0.0982828438282013,0.8023037314414978,0.3310289978981018,0.4293118417263031,0.2957768738269806,0.011300206184387207,0.020729482173919678,0.11801882833242416,0.4627087414264679,0.9972783923149109,0.9947727918624878,lazy,lazy,0.6508873701095581,1.0001726150512695,0.4813826084136963,0.5400792360305786,6.4,1760
32,relu,0.5,0.01,2.0,0,0.11744844913482666,13.995411336421967,0.5510490536689758,0.6684975028038025,0.3843317925930023,0.018730521202087402,0.02317178249359131,0.17071275413036346,0.5595472455024719,0.9956337809562683,0.9945999979972839,lazy,lazy,1.9065089225769043,2.7693231105804443,0.6228387951850891,0.8903868198394775,6.4,1760
32,relu,0.5,0.01,2.0,1,0.1405518651008606,6.259181499481201,0.5794718265533447,0.7200236916542053,0.371427983045578,0.01848316192626953,0.02293771505355835,0.17048001289367676,0.5546346306800842,0.9959830641746521,0.9949760437011719,lazy,lazy,1.919174313545227,2.5751020908355713,0.576046347618103,0.8677893877029419,6.4,1760
32,relu,0.5,0.01,2.0,2,0.04997342824935913,7.991987466812134,0.5108923316001892,0.5608657598495483,0.3425436317920685,0.016979336738586426,0.021879732608795166,0.15021783113479614,0.6237164735794067,0.9964401721954346,0.9954013824462891,lazy,lazy,1.6569372415542603,2.6964008808135986,0.5038617253303528,0.8666062951087952,6.4,1760
32,relu,0.5,0.1,0.5,0,0.529413029551506,0.07882213592529297,0.10208715498447418,0.6315001845359802,0.0870349109172821,0.2733542323112488,0.46269088983535767,0.6405144929885864,0.9833894968032837,0.9125537872314453,0.8188358545303345,rich,rich,1.7883061170578003,1.2167530059814453,2.15230655670166,1.320369005203247,6.4,1760
32,relu,0.5,0.1,0.5,1,0.6097688898444176,-0.32464200258255005,0.10641590505838394,0.7161847949028015,0.09535019844770432,0.39908838272094727,0.4488559365272522,0.7671217322349548,1.2790518999099731,0.8390365242958069,0.8372939229011536,rich,rich,2.158963203430176,1.4846210479736328,2.270242214202881,1.3037989139556885,6.4,1760
32,relu,0.5,0.1,0.5,2,0.4351148158311844,0.14661622047424316,0.09606574475765228,0.5311805605888367,0.08968330174684525,0.3979877829551697,0.4416735768318176,0.7317901849746704,1.4809750318527222,0.837891697883606,0.844178318977356,rich,rich,2.017953395843506,1.6006081104278564,2.3279151916503906,1.2171553373336792,6.4,1760
32,relu,0.5,0.1,1.0,0,0.4947246313095093,0.9872350096702576,0.12079495191574097,0.6155195832252502,0.10772829502820969,0.09216010570526123,0.19398212432861328,0.38383790850639343,0.6249635219573975,0.9773643016815186,0.933838427066803,lazy,rich,2.143338441848755,1.5465413331985474,1.9739340543746948,1.3417572975158691,6.4,1760
32,relu,0.5,0.1,1.0,1,0.5581212043762207,0.040007948875427246,0.1296817660331726,0.6878029704093933,0.12189706414937973,0.13977080583572388,0.1935058832168579,0.4481053352355957,0.6936327815055847,0.956011950969696,0.9359199404716492,rich,rich,2.5222671031951904,1.6102268695831299,2.071099281311035,1.2589958906173706,6.4,1760
32,relu,0.5,0.1,1.0,2,0.40733155608177185,0.7345030307769775,0.11790117621421814,0.52523273229599,0.1163628101348877,0.14691579341888428,0.19099324941635132,0.4386104643344879,0.7934073209762573,0.9516157507896423,0.9387533068656921,rich,rich,2.4189870357513428,1.714997410774231,2.014274835586548,1.403451681137085,6.4,1760
32,relu,0.5,0.1,2.0,0,0.4159279465675354,14.362609207630157,0.15309035778045654,0.5690183043479919,0.1590719223022461,0.04179471731185913,0.06494712829589844,0.27732589840888977,0.8792113661766052,0.9903778433799744,0.9822720885276794,lazy,lazy,3.0971577167510986,4.35141134262085,1.5473657846450806,1.0245579481124878,6.4,1760
32,relu,0.5,0.1,2.0,1,0.4719138592481613,6.565296947956085,0.17797048389911652,0.6498843431472778,0.17369402945041656,0.05027449131011963,0.06467199325561523,0.2986364960670471,0.8652430176734924,0.987848162651062,0.9834632277488708,lazy,lazy,3.3618927001953125,4.017219543457031,1.5735844373703003,1.0485411882400513,6.4,1760
32,relu,0.5,0.1,2.0,2,0.3489518016576767,8.206580579280853,0.1718086153268814,0.5207604169845581,0.16942855715751648,0.05107760429382324,0.06828963756561279,0.27513957023620605,0.9186933636665344,0.9877156019210815,0.9817739725112915,lazy,lazy,3.0348525047302246,3.97162127494812,1.5272561311721802,1.089156985282898,6.4,1760
